"","GSM3618686","GSM3618687","GSM3618688","GSM3618689","GSM3618690","GSM3618691","GSM3618692","GSM3618693"
"16337_at",0.877707687078799,0.924172819159439,0.949014885655241,0.959304021918932,0.963012665950271,0.978527606875427,0.917983396074573,0.83127546810493
"16341_at",0.876729078795306,0.891424046892507,0.930666476696858,0.869414768106775,0.85715106711902,0.966517624422562,0.884793712579927,0.825217805267223
"16345_at",NA,-3.57675681194584,-3.86343351451072,-5.29149782237694,-5.01169794905968,-4.88885374679854,NA,-5.04059888961425
"16348_at",-1.00988606027415,-1.11164729633796,-0.736613672401305,-0.684484701366668,-0.635576569098347,-0.670843582410719,-1.03185743059811,-1.24161997784218
"16351_at",-0.853151834556884,-0.892581256235737,-0.683310129410459,-0.862764220700577,-0.716909136957434,-0.696654967978603,-1.03749067348354,-0.911488865379918
"16362_at",-0.690567091538058,-0.967820588883343,-1.17866446907273,-0.781881861855614,-0.655768797866227,-0.72447262212731,-0.959590642783315,-1.00833618293849
"16363_at",0.299841874398888,0.369365979793976,0.363765702717487,0.365239399336639,0.347018058918974,0.427020038514335,0.344883455815788,0.255598377487004
"16364_at",NA,NA,NA,NA,NA,NA,NA,NA
"16365_at",NA,NA,NA,-3.27028869645823,-7.53652478715878,NA,NA,NA
"16367_at",-0.144483515716926,-0.196771999564009,-0.823674903728688,0.06776952676707,0.107748536210493,-0.0660836500009856,-0.148795739937672,-0.178890391067728
"16369_at",NA,NA,NA,NA,NA,NA,NA,NA
"16370_at",-4.416119272008,-5.63202503454508,-4.25554862377232,-4.72894557578972,-6.76348756333441,-6.25206724740296,-5.52970888435005,-3.4876389341671
"16371_at",NA,NA,NA,NA,NA,NA,NA,NA
"16372_at",-3.92582754264523,-3.04692917896428,-3.68521715765425,-3.89856932704133,-3.09941133508453,-2.75781616775701,-4.14976645787929,-4.51613176233307
"16373_at",NA,NA,NA,NA,NA,NA,NA,NA
"16391_at",-0.0767922851470388,-0.015730839154625,-0.097513576005385,0.07654812677683,-0.0163404698770323,-0.152940976887088,-0.166681910108322,-0.170206441347423
"16392_at",NA,NA,NA,NA,NA,NA,NA,NA
"16396_at",0.471479463531914,0.512595094196383,0.586056279771759,0.519357640476304,0.572238906458343,0.662518583835152,0.487437863895974,0.480251890567011
"16398_at",NA,-6.33394405460326,-3.13848731545908,-9.30453360435183,NA,-3.38300167409276,-4.11499816063037,-3.90083012332715
"16399_at",-3.49181430458492,-3.13870993872295,-3.57278759832757,-2.50459344617756,-3.31489313633226,-3.031223825894,-4.1887373770943,-3.04369062145207
"16400_at",-2.6461741715838,-2.65335813716419,-2.54967443318265,-2.43324044134413,-2.06798332000099,-2.11262629350332,-2.56748845767556,-2.92318615931924
"16401_at",-2.58286726188955,-2.43581233927075,-2.72049735349173,-2.16146910730343,-2.7870874482537,-2.2304066548868,-2.62813055899643,-2.47520001131725
"16402_at",-0.0944979034263676,-0.149286541181698,-0.138115088720149,-0.142203215159361,-0.213393722437527,0.00413120942334261,-0.363583260370026,-0.1084993245732
"16403_at",-3.58228044569614,-3.81468477479242,-4.79438572191283,-2.60669674165372,-3.4252036615767,-3.79222326812345,-5.09376208412754,-3.09785890529918
"16404_at",-2.11801192125778,-2.16999025024371,-2.20849417225877,-1.88486520981661,-2.32392979399732,-1.91134154674161,-2.64558582731662,-1.91535125725911
"16407_at",NA,NA,NA,NA,NA,NA,NA,-6.12137412493436
"16408_at",-2.09793806265795,-1.80634517545491,-2.11662929129976,-1.24784756600804,-1.64472593714189,-1.16889293879966,-1.91526525560664,-1.80891960839089
"16409_at",NA,-9.95789416005941,NA,-10.8775042608556,NA,-6.43654503011437,-5.21258037435592,NA
"16410_at",0.287410552833243,0.339262328304366,0.262433121548937,0.329253949168211,0.340797918643393,0.348786236424474,0.331167961619484,0.329587371881511
"16411_at",-5.87127254112028,NA,-4.97185957862951,-5.58322880015751,-4.98302543786783,NA,-7.71762170700918,-6.53483630041726
"16412_at",0.933887034475942,0.929420873596679,0.911591663776456,0.928098244025735,0.913000053569868,0.965532406993756,0.913345574276042,0.928801791558247
"16413_at",-0.908438400439765,-1.03651769633734,-1.16153435093258,-1.13854323803297,-0.908189636472508,-0.751549379391909,-1.22990961687684,-0.856861625831904
"16414_at",-2.15866456683032,-1.72766173446486,-2.03272442889736,-1.51077585297507,-1.89674240712176,-1.46637930791522,-2.23115742196479,-2.02456269069197
"16415_at",NA,NA,NA,NA,NA,NA,NA,-7.64516126474405
"16416_at",-2.07506064397961,-2.17398364442862,-1.91414456847259,-2.01217582936987,-2.63021221543599,-1.35754010225276,-2.23459447058603,-2.6609726062374
"16418_at",0.912024550820116,0.931032195430916,0.965886604629488,0.921898498089985,0.902638404561469,0.911302233659759,0.920106873671392,0.890922320340454
"16419_at",0.554025029119306,0.599266016681949,0.576179947640945,0.582694857294945,0.582032927153308,0.636020884782633,0.540452008977515,0.58534133251224
"16420_at",NA,NA,NA,NA,NA,NA,NA,NA
"16421_at",NA,NA,NA,NA,NA,NA,NA,NA
"16423_at",0.937566429560874,0.944825094809418,0.90312651791815,0.950949357245125,0.921961221676086,0.947113576762915,0.864138375078948,0.896719830525285
"16424_at",1.25993180243384,1.27093816122338,1.28015904909623,1.2791212622022,1.27921556679967,1.29222384776925,1.27538566591554,1.29991686974664
"16425_at",1.62479847645665,1.63645829324397,1.64290032478709,1.62609483470261,1.61132749613138,1.59103943688641,1.62515656153893,1.59322788789583
"16426_at",1.45423675151859,1.49562888205428,1.53563454906673,1.46035028033525,1.50434166730522,1.59008275409851,1.51347190856741,1.55965621625206
"16427_at",1.56770247820488,1.60297372433166,1.56128899180294,1.52969475678127,1.56901001878846,1.62944168796453,1.56104532510841,1.63922155257033
"16428_at",NA,-11.8996330811831,NA,-5.75575878945447,-4.71544648574586,-10.0704490867118,NA,-5.85530444097217
"16429_at",NA,NA,NA,NA,NA,NA,NA,NA
"16430_at",1.191299597643,1.19612509212874,1.19089901628386,1.19335743523842,1.14582243468694,1.17362720523045,1.16769236875923,1.19455752349921
"16431_at",-12.1452989416757,NA,-6.76852622341783,-7.19018416946554,NA,NA,NA,NA
"16432_at",1.46631508728257,1.44491675125945,1.41084719282856,1.44734960966494,1.43033802754333,1.44409110562145,1.43186389079183,1.43078248293109
"16433_at",NA,NA,NA,NA,NA,NA,NA,NA
"16434_at",-1.82993414710182,-1.23117437978382,-2.65354027624888,-1.64484278944259,-1.22251331510894,-1.44829648283729,-1.82967564916243,-1.70209522604872
"16438_at",-0.0398231244297198,-0.0674088731926941,-0.0318567432916992,-0.0737457298557703,-0.00141096020669219,0.0536688126414519,0.0044402041283517,-0.0542834620924088
"16439_at",-0.0955582153509301,-0.0135557846603158,-0.128698908410163,-0.0597566426587069,-0.0661557678616688,-0.037117179579464,-0.203191513248949,-0.0966107826168637
"16440_at",-3.40515236395583,-3.19253152664793,-3.69956652148974,-3.25052138002879,-3.7743244391206,-3.46991853151703,-3.40339239276441,-3.35426651672185
"16443_at",-0.922629374012504,-1.01584903013659,-1.16323814507812,-0.783272154044737,-0.820031469467606,-0.67921010714919,-0.972967658194392,-0.948344616288623
"16447_at",NA,NA,NA,NA,NA,NA,NA,NA
"16449_at",-2.36298246963043,-2.30572699785877,-3.15474601194353,-1.89336214129089,-2.21969196399101,-2.47084426449046,-2.35068703325939,-1.93066249158399
"16450_at",-3.11948663839205,-4.28973808251851,-4.98023694931503,-5.08920074237542,-5.1495155963492,-8.39221731475779,-3.73641789721673,-4.39391216593199
"16451_at",0.931467830991798,0.972336713956966,0.96825029921011,0.979074797886731,0.951007268538276,0.990216375228844,0.961631001404015,0.953347996856155
"16452_at",-0.398153736218254,-0.518367759992734,-0.424106794577797,-0.361335198388458,-0.335162498679837,-0.231447598502436,-0.508410337930315,-0.393260062548994
"16453_at",-1.49312980869642,-1.32712509423677,-0.97721571679404,-1.1276231416549,-1.02676909217292,-0.945666662995715,-1.246424530125,-1.22085928113267
"16456_at",0.752203112756206,0.750497687655666,0.763658997336509,0.774056574510202,0.725177992932955,0.752069274031655,0.659035385246987,0.624948240895263
"16467_at",NA,NA,NA,NA,NA,NA,NA,NA
"16468_at",-0.454951539435197,-0.308800262857147,-0.363275444836753,-0.361245195360963,-0.441556815580226,-0.464930104912917,-0.434653921723194,-0.367204610230508
"16469_at",-3.52359312654145,-4.46877121857371,-2.7570339557302,NA,-3.41191415084863,-4.2437432073882,-3.59618334419072,-3.76210736023821
"16470_at",-3.72624246196027,-3.51761052870682,-3.43598090352085,-3.46737385175836,-3.93913067072292,-3.19061465198534,-4.25408259736494,-4.63918714903858
"16475_at",-2.39719523499577,-1.90812087328024,-2.7401373326063,-2.04052009823839,-2.70739880976076,-2.86335839508677,-3.79241963372047,-2.3178770232171
"16476_at",-0.770032080214562,-0.781867048208261,-0.409917918690899,0.0648314598308796,0.0051317041665691,0.0603715986559485,0.362554170538478,-0.540559051615195
"16477_at",-4.28598688344366,-4.3207471265578,-2.43224167222318,-2.63160259272367,-2.24194768170943,-2.23713416067478,-2.49491619737309,NA
"16478_at",-0.105290074199287,-0.151395646359344,-0.143924459311084,-0.11427416333441,-0.196558862012799,-0.052378306198215,-0.213712486520743,-0.508713922163031
"16480_at",0.404123617640316,0.415495687051033,0.429482116596619,0.428744690937781,0.389837880807864,0.415166599920873,0.302953363865652,0.318469290638947
"16483_at",NA,NA,NA,NA,NA,NA,NA,NA
"16485_at",NA,NA,NA,NA,NA,NA,NA,NA
"16490_at",-3.82656004161126,-3.6061684510201,-3.63698455951435,-3.94974944424588,-4.12498914322591,-4.92449582460436,-5.99706662656475,-4.39741867124162
"16491_at",-5.83177803981305,-3.98852146750479,-6.39055571017836,-6.24081331629683,-8.40777924990029,-5.10144855329016,NA,-5.4979371645167
"16492_at",NA,NA,NA,NA,NA,NA,NA,NA
"16493_at",NA,NA,NA,NA,NA,NA,NA,NA
"16494_at",NA,NA,NA,NA,NA,NA,NA,NA
"16495_at",NA,NA,NA,NA,NA,-6.40310053959854,-6.20827933100106,NA
"16497_at",NA,NA,NA,NA,NA,NA,NA,NA
"16498_at",-5.92802939993186,NA,NA,-5.59401210016418,-6.86698594452861,NA,NA,NA
"16499_at",NA,NA,NA,NA,NA,NA,NA,NA
"16500_at",-6.16005836329474,-3.4204620769677,-4.24754991723729,-3.34182142089782,-4.84776384126253,-3.47808683955663,-8.34887991641896,NA
"16502_at",NA,NA,NA,NA,NA,NA,NA,NA
"16504_at",-3.98029323554864,-3.42312208922319,-3.30450340033622,-3.15186592210991,-3.43272268101979,-3.10912514239581,-3.8827042973945,-5.83098539676809
"16506_at",NA,NA,NA,NA,NA,NA,NA,-5.19221587489083
"16508_at",NA,NA,NA,NA,NA,NA,NA,NA
"16509_at",NA,NA,NA,NA,NA,NA,NA,NA
"16510_at",-5.35933317296768,NA,NA,NA,-5.32879588984461,NA,-6.20022832235157,NA
"16511_at",NA,NA,NA,NA,NA,NA,NA,NA
"16512_at",NA,NA,NA,NA,NA,NA,NA,NA
"16513_at",-4.03587851016169,-3.41934781040983,-5.8411212417341,-3.20426920647538,-3.5344608088467,-3.03411712238864,-3.39274268663152,-3.72535788365006
"16514_at",NA,NA,NA,NA,NA,NA,NA,NA
"16515_at",NA,NA,NA,NA,NA,NA,NA,NA
"16516_at",NA,NA,NA,NA,NA,NA,NA,NA
"16517_at",-3.52557690744377,-4.42792035360388,-3.64318397838081,-3.31120550684596,-4.74703182385066,-3.18978730482731,NA,-3.84952423612783
"16518_at",NA,NA,NA,NA,NA,NA,NA,NA
"16519_at",NA,NA,NA,NA,NA,NA,NA,NA
"16520_at",NA,NA,NA,NA,NA,NA,NA,NA
"16521_at",NA,NA,NA,NA,NA,NA,NA,NA
"16522_at",NA,NA,NA,NA,NA,NA,NA,NA
"16523_at",-1.59101055094098,-1.55848908185095,-1.56781226260298,-1.36679224262805,-1.54227825023576,-1.64075338380715,-1.77814712547679,-1.82659547284642
"16524_at",NA,NA,NA,NA,NA,NA,NA,NA
"16525_at",-5.45488684516977,-4.87215942022102,-3.78852894916449,NA,NA,-3.03166561697014,NA,NA
"16526_at",NA,NA,NA,NA,NA,NA,NA,NA
"16527_at",-2.71029678886793,-2.22402225010659,-2.20588461982991,-2.58639803261245,-2.00031388956502,-2.19817430652911,-2.18474401262453,-2.42359958665742
"16528_at",-6.70330001118828,-6.30076042133666,NA,NA,NA,NA,-4.28127910932857,-4.75177864648815
"16529_at",-0.460495086853883,-0.615812802114541,-0.183731267034213,-0.221533481011932,0.121896656232286,0.0740010200951375,-0.325545093920906,0.0337484037115039
"16530_at",NA,NA,NA,NA,NA,NA,NA,NA
"16531_at",NA,NA,NA,NA,NA,NA,NA,NA
"16532_at",NA,NA,NA,NA,NA,NA,NA,NA
"16533_at",NA,NA,NA,NA,NA,NA,NA,NA
"16534_at",NA,NA,NA,NA,NA,NA,NA,NA
"16535_at",-3.5742738975936,-3.39778906883385,-3.43595996560347,-3.55877477531955,-3.26466492595471,-3.12719766103244,-4.07608956044926,-4.15408266228043
"16536_at",NA,NA,NA,NA,NA,NA,NA,NA
"16538_at",NA,NA,NA,NA,NA,NA,NA,NA
"16539_at",NA,NA,NA,NA,NA,NA,NA,NA
"16541_at",NA,NA,NA,NA,NA,NA,NA,NA
"16542_at",0.0435786784659792,0.108023024339379,0.0981769851122542,0.200952703171124,0.0379340588876222,0.0170791393833904,-0.0543157476229255,-0.0362428810484595
"16543_at",0.190858213646409,0.211810141468538,0.258264251032161,0.261676582961063,0.261237293977803,0.224283157667622,0.189138284384333,0.229011840812601
"16545_at",NA,NA,NA,NA,NA,NA,NA,NA
"16548_at",1.07822314675558,1.0095674964638,0.948360878946361,1.07134089251761,1.09467129130163,1.06304892791557,0.993408216208702,1.05980349362285
"16549_at",-0.165983528826782,-0.0694023016404914,-0.0495940833342908,-0.0415590923094601,-0.106839322372501,-0.0774384114389029,-0.119834926080337,-0.123626030493085
"16551_at",NA,-7.30256697423227,NA,-4.02322230018928,NA,-5.67387813422318,-7.22550149519224,-6.19151885031322
"16552_at",NA,NA,NA,NA,NA,NA,NA,NA
"16553_at",-1.39095957379826,-1.05127566907599,-0.812532263383466,-0.905513432470034,-0.971373641835822,-0.880222650695266,-1.1947214240592,-1.09262773084746
"16554_at",-0.77020805461804,-0.688609454012334,-0.654324510275527,-0.571991829329437,-0.479359947743564,-0.323330708181525,-0.611898161525642,-0.868315921173683
"16558_at",-0.419484493901424,-0.573420043753938,-0.508302243994482,-0.41171137503863,-0.388303337376919,-0.529000478428606,-0.537784644406331,-0.459319226792416
"16559_at",NA,NA,NA,NA,NA,NA,NA,NA
"16560_at",NA,NA,NA,NA,NA,NA,NA,NA
"16561_at",0.870610532692041,0.881096460675053,0.856270266239574,0.887018966734554,0.903178217087876,0.871460585776012,0.892980860145003,0.795026877328189
"16562_at",-0.130213026517065,-0.0912861025740896,-0.17508562942376,-0.121980473199706,-0.114259037592774,-0.062367677667244,-0.201314601827701,-0.132528378567868
"16563_at",-0.391219448793511,-0.420189678570987,-0.41251172511776,-0.338788377683629,-0.384711089292654,-0.228808810886443,-0.479434001586647,-0.403521368973646
"16564_at",0.175336775038963,0.298458629233231,0.372140151312908,0.266902250239544,0.271756647589634,0.269242749430124,0.170822631164422,0.111468185130532
"16565_at",-5.87525007733667,-6.24354047419891,NA,-8.55685182498625,-6.74164072187045,-4.60808826404209,NA,-5.22265912527997
"16568_at",-5.03999568583,-6.85723473775356,-4.51770690879164,-4.98786074216291,-4.32326259889123,-3.91504796156746,-5.81802864540429,-6.23326716699969
"16569_at",-0.945634807823808,-0.868372446408523,-0.955493589127199,-0.834506632258894,-1.01019779899492,-0.973880432907726,-1.05475574594075,-0.898314740323562
"16570_at",NA,NA,NA,NA,NA,NA,NA,NA
"16571_at",NA,NA,NA,NA,NA,NA,NA,NA
"16572_at",NA,NA,NA,NA,NA,NA,NA,NA
"16573_at",0.484770525781162,0.563048401338544,0.576196354385503,0.513309498355054,0.451603496843545,0.554514561406827,0.433184789931383,0.585873280859866
"16574_at",NA,NA,NA,NA,NA,NA,NA,NA
"16576_at",-4.4012141760344,-4.65995942633914,-3.68178165926537,-4.52739451358358,-4.71387511719975,-4.02452079802317,-4.06883581651608,-4.06977161618999
"16578_at",NA,NA,-8.01230745347358,NA,NA,NA,NA,NA
"16579_at",-2.26778652759763,-2.61843808852699,-1.83592505704743,-1.95382164353039,-1.94851608452289,-2.07587844862582,-2.15557858820913,-2.44593018166121
"16580_at",-3.36989722054065,-3.23933604829592,-3.66099951451712,-3.93930884609406,-4.17257714912869,-3.56626973697815,-3.43465031826215,-2.90730511619171
"16581_at",-3.25096718828241,-4.27302186743136,-4.37387300328758,-4.12136920355204,-3.92944349404988,-3.56259495474668,-5.22912881309091,-3.36562694869362
"16582_at",-1.15723610013874,-1.14321733170689,-1.53593700988418,-1.19305786318731,-1.43405161744541,-1.56565313954196,-1.53772738618475,-1.12956760939645
"16588_at",-2.52374346861004,-1.92841258417917,-2.56277203946187,-2.16803847545982,-2.5600115614009,-2.01224539379653,-2.29862839414882,-2.38666918421035
"16589_at",0.535316396547384,0.534723659467708,0.494165840472502,0.557332367582583,0.541894762892679,0.499516908221405,0.45710060661038,0.523120047346145
"16590_at",-1.93545593740025,-2.04879368807336,-1.58537354702212,-1.37771349327462,-1.55146256501772,-1.55861543447022,-1.68492694614855,-1.7294407939323
"16591_at",NA,NA,NA,NA,NA,NA,NA,NA
"16592_at",NA,NA,NA,NA,NA,NA,NA,NA
"16593_at",-1.00410278790783,-0.847394117836709,-0.928581908287223,-0.819557311644013,-0.979758272084375,-0.853580791857877,-1.02368939482528,-1.099370766445
"16594_at",-1.72103780194161,-1.85502864895849,-1.75294373646664,-1.56357259702091,-1.50770270508725,-1.52988935579015,-1.62149705069884,-1.74744459331506
"16596_at",-1.86154096792947,-1.43961294134595,-1.6492083328625,-1.4341817812082,-1.71648605552945,-1.4750053218961,-2.38113837001122,-2.28555118229074
"16597_at",0.450737427534725,0.38450835174474,0.570039739623828,0.434294755689917,0.556292457274763,0.549595927761603,0.368855898051358,0.398898096415589
"16598_at",-4.48706212628654,-2.67815591165108,-2.69353875325494,-2.16902363835011,-2.90346658414811,-2.51057601145201,-2.78630414677195,-3.7570248857562
"16599_at",0.269360718369409,0.300979319107166,0.580418636487975,0.385574673320808,0.456550530428875,0.599899843238024,0.470448476001931,0.245136670034523
"16600_at",-4.75030937245839,-3.62061556617056,-4.55168163900322,-3.29787550213248,-3.85905335494122,NA,-5.40821838988151,NA
"16601_at",0.837784629534536,0.974845968013626,1.10836882934488,0.918901645549938,0.989513525266074,1.09410583894812,0.993157253554023,0.803383155700748
"16604_at",NA,NA,NA,NA,NA,NA,NA,NA
"16612_at",NA,NA,NA,NA,NA,NA,NA,NA
"16613_at",NA,NA,NA,NA,NA,NA,NA,NA
"16615_at",NA,NA,NA,NA,NA,NA,NA,NA
"16616_at",NA,NA,NA,NA,NA,NA,NA,NA
"16617_at",NA,NA,NA,NA,NA,NA,NA,NA
"16618_at",-6.11866197646251,-4.77657092551466,-5.11452731739088,NA,-3.89732847565147,-4.02155994429271,-5.21662511282927,-4.48819631889286
"16619_at",NA,NA,NA,NA,NA,NA,NA,NA
"16621_at",1.24079769988428,1.22402624554619,1.17050930732099,1.20268888639635,1.21425578243618,1.14521709911253,1.08658514077313,1.14083837230732
"16622_at",-4.33068999320809,NA,NA,NA,-5.72224452200035,NA,NA,NA
"16623_at",NA,NA,NA,NA,NA,NA,NA,NA
"16624_at",NA,NA,NA,NA,NA,NA,NA,NA
"16625_at",-1.23049614120349,-0.815223970916845,-0.799981594327925,-1.28965731648611,-1.07819340568726,-0.78544903821856,-1.22731317644488,-1.05772651908744
"16627_at",NA,NA,NA,NA,NA,NA,NA,NA
"16628_at",NA,NA,NA,NA,NA,NA,NA,NA
"16631_at",-5.36365680661577,-4.34734900477685,-3.09718939432596,-4.16900534858878,-4.51326580980361,-3.17782776556842,-4.45665695630922,-3.41018619115587
"16633_at",-2.94371729381265,-2.8728954470215,-3.39989847682487,-2.29785320520525,-2.53482349206873,-2.30940483749546,-3.89296336089662,-8.74863920191428
"16634_at",NA,NA,NA,NA,NA,NA,-4.65594868650643,NA
"16635_at",NA,NA,NA,NA,NA,NA,NA,NA
"16636_at",NA,NA,NA,NA,NA,NA,NA,NA
"16637_at",NA,NA,NA,NA,NA,NA,NA,NA
"16638_at",NA,NA,NA,NA,NA,NA,NA,NA
"16639_at",NA,NA,NA,NA,NA,NA,NA,NA
"16641_at",-5.42797907707942,-6.31713201667083,-5.7493221245743,NA,NA,-4.03628639964693,-3.76383198762816,-4.79396754783896
"16642_at",NA,NA,NA,NA,NA,NA,NA,NA
"16643_at",NA,NA,NA,NA,NA,NA,NA,NA
"16644_at",1.65629686258231,1.64468722710465,1.65302256801682,1.64019802454183,1.61875915889957,1.63695664010183,1.63840468789591,1.64789526610696
"16646_at",0.411260630016382,0.418690308189658,0.392358136432323,0.368373133388343,0.429940454960341,0.426079537810403,0.37484375776012,0.564563774769178
"16647_at",NA,NA,NA,-6.08432101071404,-4.01545242442053,NA,NA,NA
"16648_at",0.917586772138859,0.954918221130766,0.959089570026907,1.00020793940513,0.95650282311911,0.997813296155356,0.964083809006443,0.973183726295941
"16649_at",0.230691238125933,0.249433091930959,0.292377468280987,0.335794541684885,0.444502706848023,0.481642590672371,0.294189090539959,0.315835282634871
"16650_at",0.646832020208062,0.726094593774975,0.733807311317648,0.713527692369063,0.63341312040419,0.629665043819562,0.709821925263615,0.676272256363107
"16651_at",-3.11354454808199,-2.7459886283421,-2.94476394530824,-3.28941689333031,-3.27467851134575,-3.28712748810629,-3.94868630616079,-4.11089184629847
"16653_at",0.403456142915654,0.40372457142601,0.473123340587253,0.423565772087335,0.375082058288276,0.476006858594423,0.315952870623782,0.573982632873131
"16656_at",NA,NA,NA,NA,NA,NA,NA,NA
"16658_at",-0.513988573172532,-0.259147562778789,0.11704506653855,0.238918503171152,0.613291316681193,0.653613977194341,0.178068534952465,-0.392324746819063
"16660_at",NA,NA,NA,NA,NA,NA,NA,NA
"16661_at",-3.08369243786369,-3.46930665941576,-3.40601948346319,-3.13443973080992,-3.20524371816498,-3.8223820287541,-3.57156120450989,-3.66683575487783
"16663_at",NA,NA,NA,NA,NA,NA,NA,NA
"16664_at",NA,NA,NA,NA,NA,NA,NA,NA
"16665_at",NA,NA,NA,NA,NA,NA,NA,NA
"16666_at",NA,NA,NA,NA,NA,NA,NA,NA
"16667_at",NA,NA,NA,NA,NA,NA,NA,NA
"16668_at",0.98691886089654,1.12438700634727,1.12841097520462,1.11391331765297,1.09026833555881,1.13696852898544,1.11171125861299,1.05440203842963
"16669_at",NA,-4.81072297291248,NA,-4.3954535460181,NA,-4.43324030887893,-7.33820429304917,NA
"16670_at",NA,NA,NA,NA,NA,NA,NA,NA
"16671_at",-1.94256421826587,-1.99127961957621,-1.9857002789921,-1.96850990518012,-2.65617096655941,-1.54797834595476,-2.51340731988915,-2.22398742398059
"16672_at",-2.55919061831255,-3.19609535203244,-3.03905351258475,-2.367848180247,-2.98484632056604,-2.72834768917856,-2.99450954535877,-3.88675321309362
"16673_at",NA,NA,NA,NA,NA,NA,NA,NA
"16675_at",NA,NA,NA,NA,NA,NA,NA,NA
"16678_at",NA,NA,NA,NA,NA,NA,NA,NA
"16679_at",NA,NA,NA,NA,NA,NA,NA,NA
"16680_at",NA,NA,NA,NA,NA,NA,NA,NA
"16681_at",NA,NA,NA,NA,NA,NA,NA,NA
"16682_at",NA,NA,NA,NA,NA,NA,NA,NA
"16687_at",NA,NA,NA,NA,NA,NA,NA,NA
"16688_at",NA,NA,NA,NA,NA,NA,NA,NA
"16691_at",1.22075995880143,1.17654487951005,1.19345878180441,1.25042368930113,1.22728062556778,1.22086739859877,1.25381384018108,1.2821963702339
"16693_at",NA,NA,NA,NA,NA,NA,NA,NA
"16694_at",NA,NA,NA,NA,NA,NA,NA,NA
"16697_at",NA,-4.62941480189772,NA,NA,NA,NA,NA,NA
"16699_at",NA,NA,NA,NA,NA,NA,NA,NA
"16700_at",NA,-7.30580973500339,NA,NA,NA,NA,NA,NA
"16701_at",NA,NA,NA,NA,NA,NA,NA,NA
"16703_at",NA,NA,NA,NA,NA,NA,NA,NA
"16704_at",NA,NA,NA,NA,NA,NA,NA,NA
"16706_at",-3.3312313239597,-3.48381932584758,-3.4483690851773,-2.66385251183853,-3.12961499582302,-3.57353788201225,-3.33301582286215,-3.04181795903783
"16709_at",-1.98922779072517,-1.64015509949135,-1.33723784871427,-1.68490041816779,-2.08519075495568,-1.81141882257714,-1.98681662267848,-1.90948021340505
"16716_at",NA,NA,NA,NA,NA,NA,NA,NA
"16728_at",NA,NA,NA,NA,NA,NA,NA,NA
"16763_at",-2.21738875401226,-1.25995481961392,-0.886991912582614,-1.48284419078322,-1.99899738687553,-1.58716482745218,-2.38404081666902,-3.23515965236722
"16764_at",NA,NA,NA,NA,NA,NA,NA,NA
"16768_at",NA,NA,NA,NA,NA,NA,-6.11299018631201,NA
"16769_at",NA,NA,NA,NA,NA,NA,NA,NA
"16770_at",NA,NA,NA,NA,NA,NA,NA,NA
"16772_at",-4.8183290903779,-4.35674091867467,-4.89863146648895,-3.34711188715437,-3.84765552220305,-4.10918650199594,-4.56971438441565,-4.51700779114964
"16773_at",-4.82153629455049,-3.44493941039897,-3.90265034671955,-3.66735921631915,-4.19333636535868,-3.43806375346655,-3.82834236366616,-4.98385233097949
"16774_at",-4.70874752161809,-3.97929350277268,-3.56087625910559,-5.33121430628803,-3.85948693446952,-5.20621248404092,-5.83268918479613,-4.30177563185728
"16775_at",-3.4994607921976,-2.88363741533781,-3.63271475600999,-3.19936083082093,-2.56403849274703,-2.45570675377314,-3.19812185986319,-3.5831093896649
"16776_at",-6.1001993669805,-6.03379967345953,-5.55421513242598,-4.97421813237306,-5.99707768399962,-3.88226923744104,-6.07519936059707,NA
"16777_at",-2.51979814693988,-1.79277803385732,-2.40667335528826,-1.99339315786176,-2.28706405214059,-2.08371222759766,-2.20324869223503,-2.54812132367148
"16779_at",-2.41906471778763,-2.49183565515374,-2.40874774529763,-2.22718494773189,-2.35386610484464,-2.13945229413651,-2.31042716760865,-2.6585076056489
"16780_at",-2.07614777887676,-1.25224408749639,-1.7187252739862,-0.990468627482639,-1.68892859510365,-2.3077224071438,-1.76640234823318,-2.4939034094478
"16782_at",NA,NA,NA,NA,NA,NA,NA,NA
"16783_at",1.38610844448358,1.38907506520479,1.37197542491693,1.40451167862944,1.40070511295045,1.41913400800469,1.39946770658859,1.34977871864017
"16784_at",1.58048434285767,1.58657359995679,1.60722109402002,1.56690240654242,1.58717350787265,1.58277578989291,1.60477335806675,1.57141809808629
"16785_at",-4.56970856011634,-4.06282087558401,-2.55155672528559,-4.55489881193459,-3.66753603719582,-3.35038078878481,-2.7629526802615,-2.15973666933019
"16790_at",1.14921048671001,1.12194574999416,1.06589731079938,1.14584986537147,1.15538793479001,1.12710279534873,1.15213668471575,1.10367250422252
"16792_at",-0.00954915974251299,0.117744219781906,-0.0777976811592241,0.225226413033727,0.0365033843783745,0.200934404808169,-0.0146931311485163,-0.102082270182857
"16795_at",-1.01110347299071,-0.855804438623908,-0.965969722340695,-0.932610433842424,-0.920058847086898,-0.8082521454209,-1.00931136916612,-0.881339751635467
"16796_at",0.4552016826509,0.381134156337322,0.340305951840428,0.49978222217666,0.518566692618497,0.459239939409005,0.471461946487328,0.527314841089369
"16797_at",NA,NA,NA,NA,NA,NA,NA,NA
"16798_at",0.580885352840093,0.623375319987203,0.632631603226625,0.603153294415999,0.562536849790846,0.595235683895026,0.570581919800278,0.672184570364306
