"","GSM3618686","GSM3618687","GSM3618688","GSM3618689","GSM3618690","GSM3618691","GSM3618692","GSM3618693"
"269683_at",NA,NA,NA,NA,NA,NA,NA,NA
"26968_at",-1.2181601568872,-1.07119537942901,-1.23066428284338,-1.05367266887935,-1.28683140353972,-1.1234449548054,-1.52535880050121,-1.67418135740557
"269693_at",NA,NA,NA,NA,NA,NA,NA,NA
"269695_at",NA,NA,NA,NA,NA,NA,-5.44999993688148,NA
"269700_at",-0.661897662076625,-0.601046374318104,-0.603015358748663,-0.534047087562412,-0.537510833308912,-0.547456522230069,-0.617285191941276,-0.755061693849916
"269701_at",-3.64681759954558,-5.797795235616,-4.88111538006229,-4.11035491117429,-4.92522438708894,-3.3062577492715,-4.27438724928693,-4.57425681625081
"269702_at",-4.27418477004088,-3.71231739052288,-3.7993519642455,-2.8773374261238,-2.82881194055203,-2.72223016542098,-2.30020351387046,-2.80654435086693
"269704_at",0.240367678446587,0.24142333393644,0.227643317925922,0.247900949386759,0.306864824367672,0.354530624806659,0.181084428990522,0.210676136651644
"26970_at",NA,NA,NA,NA,NA,-6.69365431622411,NA,NA
"269713_at",-4.27074754844846,NA,-5.21883905339055,-4.81647398180408,-5.76817283375669,-5.35839383767703,-6.44586049636633,-3.75584814538471
"269717_at",-3.01163731761635,-3.06243842589434,-4.59857004373476,-3.74907307096131,-3.49782486940069,-3.13416863164525,-3.94129460763244,-3.15467674809419
"269718_at",-0.147213490617242,-0.191123263812224,-0.141595671613462,-0.0765693272602919,-0.0646222297760897,0.000676970061916375,-0.219254231683381,-0.21519461114352
"26971_at",NA,NA,NA,NA,NA,NA,NA,NA
"26972_at",NA,NA,NA,NA,NA,NA,NA,NA
"269774_at",-0.656292903678557,-0.537778013486754,-0.64386062156036,-0.414258396603632,-0.514954273958184,-0.436825742749057,-0.659806618142829,-0.611006629196791
"269784_at",NA,NA,NA,NA,NA,NA,NA,NA
"269788_at",-2.60939626543377,-3.15458452993678,-2.87473177772448,-4.01680751178734,-3.4415153774148,-3.63513428500872,-2.81163736208124,-3.00079597550055
"269799_at",-2.28352542432172,-2.28373972124909,-2.11127696932998,-1.35250120570373,-1.99939791011989,-1.46381432618787,-2.01228422516031,-2.36842936121109
"269800_at",0.233705382070983,0.205581701342902,0.224853454496604,0.260897027538783,0.28514317339949,0.168861187906629,0.275540321631463,0.303459576549431
"269823_at",1.19045445141459,1.13236426555334,1.09475874161611,1.18703191541863,1.18763030574725,1.1903770730944,1.20339059714993,1.16408748804525
"269831_at",1.08354236665913,1.07327759361779,1.10423920415073,1.11758702930092,1.07213416416936,1.04191791658023,1.06138629864151,1.03405949992047
"269854_at",-2.74376943510632,-3.43135550118535,-3.9042313549291,-4.33357851943059,-3.05355010466299,-3.04169049342285,-3.43301452793582,-4.22255499722076
"269855_at",-6.32757128337073,NA,NA,NA,NA,NA,NA,-6.58829539522285
"269862_at",NA,NA,NA,NA,NA,NA,NA,NA
"269870_at",-3.17604518846492,-2.512465081422,-2.448942394425,-2.87579190221882,-3.49654756957342,-3.89844867055032,-2.76737851451714,-2.80270081969129
"269878_at",-2.9247162608428,-2.89271267574898,-2.95675429336609,-3.11611783639918,-2.92742550990335,-2.2183291360619,-2.58543181649568,-3.88130232826079
"26987_at",0.338886256574935,0.349267306894648,0.328579673822091,0.332046268955141,0.339140421989032,0.357562543994676,0.281507064094256,0.344375882106879
"269881_at",-3.67143598275002,-3.20907268647231,-3.30666724509523,-3.34237410080618,-3.25856067564033,-2.7557781413162,-3.22671362175464,-3.468326526886
"269902_at",-4.73126966690289,-7.15548473765807,-4.52560156309921,-3.41355454027274,-3.28471824745831,-3.37058769797937,-6.62514055479996,NA
"26992_at",0.136053373237411,0.103279448101191,0.187752731033103,0.185630710397978,0.199697593466692,0.174523275291342,0.0606493109843008,0.0139727723875832
"269941_at",-0.802770299236522,-0.720328517935407,-0.781179254256665,-0.608617946818805,-0.748846010452084,-0.72363078311297,-0.713638043854225,-0.797067329618429
"269951_at",0.988378269610881,0.911141150746167,0.878825705625889,0.977311059728895,0.887422279695145,0.830115443315057,0.879181065405572,0.886867422625013
"269952_at",-0.571109739516376,-0.760427938722234,-0.692776292585222,-0.813235896947295,-0.699840566168098,-0.812048119059469,-1.41124629655516,-1.18365738926921
"269954_at",-5.30157681142704,NA,NA,NA,NA,NA,NA,NA
"269955_at",NA,-6.23890283569338,-4.71837783007511,-5.23947483134224,-4.34077540978043,-3.58856544090291,-5.86298810456884,NA
"269959_at",NA,NA,NA,NA,NA,NA,NA,NA
"269966_at",0.362324381444711,0.432956734547484,0.433170106583858,0.429915279985981,0.397876724125592,0.489295240428537,0.477748195563705,0.430326381973891
"269994_at",-2.76641883468187,-4.24855999972962,-2.98160957503788,-4.10935168420247,-3.75256496515412,-4.56086617992345,-3.53508255717439,-3.76350108245088
"269997_at",-2.00389338695524,-2.06746296900656,-2.11044441348172,-1.87979364247475,-1.94933009115794,-2.19512857722547,-2.24070802653651,-2.40291134204376
"269999_at",-0.0747148649467298,-0.132743342751241,-0.185763885738892,0.0237264464457726,0.0254676274773431,-0.212092856579655,-0.161662408645111,-0.246281469644765
"270004_at",-5.27810957352056,NA,-5.59644071800202,-7.63509022604846,-6.22949763824761,NA,-7.13869979910146,NA
"270015_at",-4.68242937030533,-6.42700800909206,-6.16443749022045,-4.43702970265434,-4.81722586649872,-8.51749224759985,-4.21683209290933,-4.30062101794483
"270028_at",NA,NA,NA,NA,NA,NA,NA,NA
"270035_at",-2.6782207158161,-2.62614593710279,-3.07184991510044,-2.30579647420027,-1.90429423016921,-2.12717913759258,-2.31955760357084,-3.0091532481501
"270049_at",NA,NA,NA,NA,NA,NA,NA,NA
"270058_at",-3.3975434999013,-3.15710561469021,-2.85149274912044,-2.91086110325771,-3.29334875899683,-3.03435043545866,-3.4821658557854,-3.69549385518428
"270066_at",0.711170695987117,0.708165243308324,0.720303404595773,0.772655804133519,0.731641879635015,0.697733266090648,0.630858304133154,0.586247726187313
"270076_at",1.43506711483177,1.41085209886736,1.40358038183485,1.43841136011655,1.41236490914518,1.33298109794299,1.3626647686082,1.39368906479876
"27007_at",NA,-5.17279513010082,-5.53057982795704,NA,-7.31853218194851,-4.60472969551827,NA,-8.66846313411102
"270084_at",-2.23393842329815,-1.71041206378743,-2.47493353625047,-1.86645085656665,-2.14256100282635,-1.83579342334526,-2.67820939473046,-2.52539172105295
"270086_at",-0.281644164601806,-0.354481566565472,-0.43664617433094,-0.220820765132086,-0.310220033770614,-0.292328814344495,-0.374568884243129,-0.407493704910966
"27008_at",-2.40093439810413,-2.29575119486394,-2.4676702083447,-2.24745330070535,-2.22379498216171,-2.30731783166486,-2.43112684048366,-2.28599367318916
"270091_at",-4.67484244509165,-5.14224247952319,-4.67205284076075,-6.81609666231493,-6.24046803878896,-5.5291941921647,-4.70059439776818,-3.91202551028126
"270096_at",-1.78739554136806,-1.78788616027994,-1.98916013492619,-1.62531406960136,-1.37287265704345,-1.53538470805836,-1.67457333321331,-1.96850420254502
"270097_at",NA,NA,NA,NA,NA,NA,NA,NA
"270109_at",NA,NA,NA,NA,NA,NA,NA,NA
"270110_at",-0.586882768107525,-0.493018410984202,-0.328678478706498,-0.0520875405544757,0.324581554377641,0.308117044608687,0.314868841880372,-0.619533285531779
"270118_at",-4.77951098840153,-3.35551596779222,-3.58615731023445,-3.06931308593567,-3.64245848078683,-3.22288898238851,-4.12433363364285,-4.16311394550718
"270120_at",NA,NA,NA,NA,NA,NA,NA,NA
"270150_at",NA,NA,NA,NA,NA,NA,NA,NA
"270151_at",-2.11766171757826,-2.06222557856352,-1.81841327360681,-2.1302522185453,-1.93377114344056,-2.2437115438232,-2.59921401814396,-2.62431031186133
"270152_at",NA,NA,NA,NA,NA,NA,NA,NA
"270156_at",-0.304260608110298,-0.374134354513659,-0.197859105747115,-0.170246196078331,-0.249082930285619,-0.450204512376524,-0.794989169748091,-0.38023042836564
"27015_at",-2.19456539372342,-2.38836112922375,-2.42694869671744,-1.76254254332804,-1.9441504629534,-2.07550986472478,-2.28400094987266,-1.97923517360395
"270160_at",NA,NA,NA,-7.55500332824599,NA,NA,NA,NA
"270162_at",NA,NA,NA,NA,NA,NA,NA,NA
"270163_at",-2.34267157374265,-2.19759519502867,-2.39078863729489,-1.81597132083914,-2.10156495221177,-1.71647984457006,-2.38451453037004,-2.23799821115097
"270166_at",1.19678520718984,1.12576220605915,1.1943880824099,1.06729545228364,1.19492262487692,1.12796333785618,1.11513417611529,1.04833143177469
"270190_at",NA,NA,NA,NA,NA,NA,NA,NA
"270192_at",-3.31130229979758,-3.24607025564679,-3.05068141014222,-2.980650654281,-2.88118221434354,-2.57903993161966,-2.63449056289068,-3.0076120385036
"270198_at",NA,NA,NA,NA,NA,NA,NA,NA
"270201_at",-2.05634630048082,-2.00632105930745,-2.13921472273763,-1.73765783545508,-1.76704621556409,-1.48269830877803,-1.84889914135846,-2.07681826919503
"270210_at",-2.61759749930832,-2.39722957130447,-2.644617159594,-2.82319921019115,-2.66975173644204,-2.8792261270683,-2.84511689293613,-2.7031154830337
"27027_at",NA,NA,NA,NA,NA,NA,NA,NA
"27028_at",-4.11226407684945,-3.62593234037433,-3.60223360366564,-4.16772858408419,-3.60375244344102,-3.70834141316103,-4.08271501855936,-3.2554620441929
"27029_at",-1.34504642483821,-1.05893981094789,-1.01721996636128,-1.16071709360211,-1.38396269781048,-1.22471679470135,-1.34558836739428,-1.44863057994048
"270328_at",-8.61174800969314,NA,NA,NA,NA,NA,-6.81302487628397,NA
"27041_at",-0.0121269317117613,0.148108036251773,0.0822881957073138,0.0804492740186794,0.153927581959629,0.0762711854685906,0.126370935309856,-0.173546516606439
"27045_at",1.12318330937795,1.14817826747036,1.19067295682727,1.13676832923552,1.13838099775685,1.16884899354366,1.16001834003443,1.06706336881692
"27047_at",-0.971898458607321,-0.772964644840939,-0.341621809155755,-0.949690837263323,-0.704162502297108,-0.469356425759315,-1.08627644310604,-0.748784932061903
"27049_at",-0.466234740436988,-0.443407069576543,-0.391301912508575,-0.330998156128258,-0.450835744087163,-0.514875364586956,-0.742278920191554,-0.603418419938312
"27050_at",0.958538353436239,0.973832483309087,0.932280871473479,0.948090840159188,0.953092105966889,0.964063258032618,0.920319761701625,0.931665229550021
"27052_at",-2.27696515870315,-2.04752876459416,-2.66402801646982,-0.929456353212795,-2.307674922622,-1.80487538774307,-2.21962692942741,-2.94606130142222
"27053_at",-0.39980251628355,0.0696131663028671,0.339813959708862,-0.45634983019833,0.288976378259553,0.207925997023007,0.0407822711530677,-0.683884525650233
"27054_at",0.606034781949455,0.547263507583935,0.634642549694932,0.568822348942845,0.562178635232803,0.525296961756088,0.600602115585315,0.68565205776244
"27055_at",-0.283692438247278,-0.379849740658802,-0.454063277646859,-0.356363853464605,-0.428618664815211,-0.407713476936704,-0.486899233981075,-0.388333006275703
"27056_at",-1.89175235311943,-1.70281074380921,-1.4103821357446,-1.88341127031141,-1.84261249583471,-1.61704361090168,-2.86353087636387,-1.99571961860686
"27057_at",-2.8362973159701,-2.08264992847722,-2.619901867579,-1.64960436748623,-2.5751842356152,-2.19334343219627,-2.04002695901793,NA
"27058_at",-0.0713990885907783,-0.0994605590128386,-0.0348997095501784,-0.174463071456589,-0.0802470969490612,-0.0556157309278328,-0.244549165956922,-0.132457633422821
"270599_at",NA,NA,NA,NA,NA,NA,NA,NA
"27059_at",0.354384897939553,0.304548296738034,0.293530216019133,0.391058952798318,0.473724842447963,0.457701894561165,0.431047870029135,0.288357877024103
"27060_at",0.142239846545881,0.0712752566683448,-0.0102031893714595,-0.00662024111489878,0.104021083069227,0.0686957149088056,0.0286849860574362,0.111172958050624
"27061_at",1.15845629924683,1.10353247747248,1.10399369916534,1.13395454108074,1.0913004401938,1.03603213818396,1.04903806283549,1.13437053652238
"270624_at",-3.6639272552748,-3.82263875863304,-3.49851155462191,-3.4714021177826,-4.00259389549103,-4.41678459473704,NA,-5.00710769126896
"270627_at",-0.974840922204762,-0.889306641101346,-0.97484433332508,-0.73065292852662,-0.82163969445958,-0.642817739766646,-0.733136101148176,-0.892668511671482
"27062_at",NA,NA,NA,NA,NA,NA,NA,NA
"270665_at",NA,NA,NA,NA,NA,NA,NA,NA
"270669_at",0.283252647468941,0.241689230115078,0.340366193874032,0.240921317011398,0.250590241512472,0.251657679292491,0.240549218214437,0.326196976921808
"270672_at",-3.39078999919841,-3.76006794847494,NA,-2.80523439513201,-3.92532040948197,-4.37489455128359,-3.75380076078915,-3.58506707681859
"270685_at",-3.41621261618742,-3.02028298744102,-3.66653596297631,-3.52719284341234,-7.18778224294929,-3.45386167957176,-3.60197162082403,-2.969896805884
"270711_at",NA,NA,NA,NA,NA,NA,NA,NA
"270757_at",NA,NA,NA,NA,NA,NA,-10.4885131445815,-4.74699819684693
"27078_at",-6.16694097221702,NA,NA,NA,-4.51465564787966,NA,NA,NA
"270802_at",-0.983387633041404,-0.889413627261628,-0.741836953804855,-0.893387390643122,-0.860882133179769,-0.958399099947054,-1.21643166252651,-1.03444312231124
"27081_at",-1.41511509527565,-1.12882789546188,-1.33955289713589,-1.38648588960607,-1.70085310876989,-1.78256758119012,-1.96039938870247,-1.47243574063053
"270893_at",NA,NA,NA,-4.32897912829274,-5.98082642427753,-4.97964334524017,-9.15879379217614,NA
"270906_at",NA,NA,NA,NA,NA,NA,NA,NA
"27096_at",0.917698398842728,0.871436643097051,0.903646140785047,0.894302122278585,0.875063423881218,0.905462016711242,0.798336849803941,0.871751495194265
"271005_at",NA,NA,NA,NA,NA,NA,NA,NA
"271036_at",NA,NA,NA,NA,NA,NA,NA,NA
"27103_at",-1.57979020582983,-1.43045879956298,-1.4098696454099,-1.65977018444273,-1.72114586170619,-1.73740573137519,-1.96980714014757,-1.79806474992053
"271047_at",NA,NA,-5.97212966614257,-7.15800465448462,NA,-4.1113373420785,NA,-5.29006764096639
"271127_at",NA,NA,NA,NA,NA,NA,NA,NA
"271144_at",-4.91645759521816,-5.81482207434851,-6.12607527637444,NA,-5.03706661955002,-4.67758103835251,-9.76253049678286,-4.9418427950484
"271209_at",NA,NA,NA,NA,NA,NA,NA,NA
"271221_at",NA,NA,-6.63107829596893,NA,NA,-5.61514489668663,NA,NA
"271278_at",-4.99528306635152,-6.34866567967505,-4.43631193786629,-3.87421924938563,-6.18970483314389,-4.10081365107003,-3.80520817688574,-4.9832349687693
"271300_at",0.711060594922008,0.653560371650037,0.698613058483728,0.597062287579128,0.670919892157227,0.684978867367007,0.580785323002611,0.594919204811476
"271305_at",NA,NA,NA,-5.49173034984399,-6.46660094598218,NA,NA,NA
"271375_at",NA,NA,NA,NA,NA,NA,NA,NA
"271377_at",0.0664775864387124,0.10766590537043,0.0580952575371986,0.153043823990457,0.0210479558592476,0.107018867414406,0.155859937791461,0.211307046480136
"27140_at",-4.66089502305096,-4.04925719455126,-4.14803142063613,-4.8651547417202,-5.84538207647466,-4.28391998094315,-4.76049328316659,-7.4601328926731
"271424_at",NA,NA,NA,NA,NA,NA,NA,NA
"271457_at",0.687312699774944,0.719308479149508,0.748910162478268,0.691984779963186,0.71597469760806,0.712741017202308,0.667276262905701,0.711322691886587
"271505_at",-2.54747034146151,-2.90866283711596,-2.4293542575781,-3.12368741265803,-2.40963692128306,-2.34739946520588,-2.37272374405416,-2.14950817768815
"271508_at",NA,NA,NA,NA,NA,NA,NA,NA
"271564_at",-0.449305296001411,-0.420493584755166,-0.551283175971309,-0.457310445613482,-0.369157366827369,-0.309085726801602,-0.563822083202461,-0.42050658158006
"271639_at",NA,NA,NA,NA,NA,NA,NA,NA
"271697_at",NA,NA,NA,NA,NA,NA,NA,NA
"271711_at",NA,NA,NA,NA,NA,NA,NA,NA
"27176_at",-0.568259721192036,-0.453545485057669,-0.648663106639431,-0.476024915240483,-0.427562513479892,-0.400981754219632,-0.624435425907627,-0.538127853906224
"271786_at",NA,NA,NA,NA,NA,NA,NA,NA
"271788_at",-5.22464999243217,NA,NA,NA,NA,NA,NA,-5.96685362772607
"271813_at",NA,NA,NA,NA,NA,NA,NA,NA
"271842_at",-1.59172403673819,-1.70651215547318,-1.50875397176883,-1.81021306267028,-1.79100719242631,-1.84135912878546,-2.28790913627537,-2.1723542977648
"271844_at",NA,NA,NA,NA,NA,NA,NA,NA
"271849_at",NA,NA,NA,NA,NA,NA,NA,NA
"271887_at",NA,NA,NA,NA,NA,NA,NA,NA
"271970_at",NA,NA,NA,NA,NA,NA,NA,NA
"271981_at",0.166121127570288,0.177922598833236,0.269500718180286,0.261381122225758,0.244707808043363,0.240899607087949,0.268485814647116,0.121069211487887
"272009_at",NA,NA,NA,NA,NA,NA,NA,NA
"272027_at",-0.14372904761756,-0.144743642750644,-0.196549066401745,0.0168101657066381,-0.0637304354868949,-0.101226616478542,-0.211589616111059,-0.103255296011323
"272031_at",-5.64188378760355,NA,-5.25745913270473,NA,NA,-5.25523421206888,-8.47704358305114,-4.54360299717912
"27204_at",-3.86814296170684,-3.71202351995049,-4.42759442121304,-3.18912359743929,-3.67487866950076,-5.01713830693519,-3.03562192833471,-3.77063889043938
"27205_at",-1.7950705750919,-1.49761430294991,-1.56106597624048,-1.31078923799866,-1.67873275075671,-1.39835538154435,-1.83456010386744,-2.17828443700471
"27206_at",NA,NA,NA,NA,NA,NA,NA,NA
"27207_at",1.31121872771408,1.27088361697573,1.26373584433421,1.30328154689782,1.28220771201216,1.36721763078638,1.23793270921375,1.23177193085715
"27208_at",-0.0673530697355517,0.205131822096861,0.0585024523655639,0.0336263907254189,0.267076997838311,0.179948351799402,-0.0094013633885145,-0.0844119134814349
"27209_at",0.916497428268697,0.982226899006861,0.948543252911192,0.904896485381563,0.991906770743735,0.978931070201933,0.908695320420301,0.869172547031061
"27210_at",-0.95892802862557,-0.34527927368328,-0.535896351219372,-0.858092874514825,-0.417793137710403,-0.45191725334759,-0.591756182771508,-0.483611969565109
"27211_at",-0.541487902956831,-0.223202163719183,-0.361185358918183,-0.482364688371218,-0.265141627242584,-0.129454084958153,-0.514767527247489,-0.80215399145352
"27212_at",-0.306063511339178,0.0311042055505068,0.111298807331572,-0.431099283581388,0.130121470084964,0.336503259545059,-0.67247924165931,-0.590274092263124
"27214_at",-2.5912880520285,-3.55395418492221,-3.55057531774243,-4.24512645036804,-4.06573179693407,-2.93072772293416,-4.19076296094739,-2.09421633525429
"272158_at",NA,NA,NA,NA,NA,NA,NA,NA
"27215_at",0.200952778477715,0.179023213309122,0.248135317027163,0.239293650462785,0.222233588357381,0.211124305541383,0.125733532600286,0.194159850890843
"27216_at",NA,NA,NA,-5.03648288287383,-5.01545230776209,NA,-7.14330538124923,-9.8029336225644
"27217_at",NA,NA,NA,NA,NA,NA,NA,NA
"27218_at",NA,NA,NA,NA,NA,NA,NA,NA
"27219_at",0.555895892673957,0.434470198075649,0.242867325374458,0.566151324580184,0.503376576114277,0.244804678275955,0.286912129922757,0.412463071007231
"27220_at",-3.27372249357736,-2.99383923454823,-3.03703011132489,-2.78703729075589,-2.79366997234728,-3.26786683926811,-3.21566943566777,-3.8282039763317
"27221_at",NA,NA,NA,NA,NA,NA,NA,NA
"27222_at",NA,NA,NA,NA,NA,NA,NA,NA
"27223_at",-2.95657206902178,-2.90462389075074,-2.60675563710257,-2.49494066799584,-2.62949129076612,-2.20395203993426,-2.82002475304944,-3.29121245224187
"27224_at",0.0564018400043735,0.148429779019193,0.17802018834591,0.160584788411683,0.161792419448407,0.2043237533637,0.129725286371939,0.153469728125239
"27225_at",-0.307595828078263,-0.106611500193421,-0.134487538840521,-0.218375366938244,-0.368036655380762,-0.405800210145647,-0.538468697628048,-0.408493353028712
"27226_at",-0.500779797573119,-0.448508605233708,-0.334691408030374,-0.229042196485803,-0.435181397411073,-0.083557682558364,-0.37782781212935,-0.358841632607921
"272322_at",NA,NA,NA,NA,NA,NA,NA,NA
"272347_at",-1.71176904089186,-1.44863668751133,-1.76828166151017,-1.6008579321289,-1.72602839687244,-2.01307775574534,-2.0017472610877,-2.00167282217512
"272350_at",NA,NA,NA,-8.55902885948226,NA,NA,-5.70814458637305,NA
"272359_at",-1.17702904098109,-1.31713587386132,-1.26112391347695,-1.10208493975725,-1.01241893828564,-1.21263407150481,-1.29448397616333,-1.40959172930275
"272381_at",-2.27722521936986,-2.76465292562264,-2.5148540145697,-2.85927499645898,-2.65305430853028,-2.63196059127324,-2.43919877200742,-2.5359664660644
"272382_at",NA,NA,NA,NA,-10.0258145436435,NA,NA,NA
"272396_at",-0.709801478755237,-0.759233085331548,-0.573944782242193,-0.573412373265247,-0.536700575609223,-0.584193147835247,-0.838377173673889,-0.709871512263081
"272411_at",NA,NA,NA,NA,NA,NA,NA,NA
"272428_at",0.80811882301141,0.703965261738049,0.52587690142801,0.669259988707182,0.654384836647999,0.639109655407955,0.765880675886626,0.812589857483731
"272465_at",NA,NA,NA,NA,NA,NA,NA,NA
"272538_at",-1.68275974046354,-1.78638950262043,-2.08598484302747,-1.77043321643409,-1.6364488664053,-1.45171824965411,-1.67442106230093,-1.60236334255327
"272551_at",-3.02631808098791,-3.19517167233115,-2.69796448864349,-3.38897868441072,-3.014733369355,-3.99888390128383,-3.70462348013538,-3.24799058656411
"272589_at",0.106751235502154,0.138205334328391,0.158046256034152,0.24270915136997,0.275014838032056,0.286153378854455,0.209230221937675,0.162338877796891
"27260_at",NA,NA,NA,NA,NA,NA,NA,NA
"27261_at",-3.12840541841743,-2.84725023389969,-2.88126391197864,-2.85083994321012,-2.84247143948114,-2.93347846064462,-2.95734851356506,-3.23454925148484
"272633_at",-1.37086396136307,-1.10561622428233,-1.29917860855966,-1.59247754895318,-1.65479114967841,-1.30247412827045,-1.43224431580292,-1.02139639576976
"272636_at",-5.51905469022252,-5.86006321817964,-5.30482721063829,-6.98336251826627,-4.37465154640548,-5.56198744391426,-6.96587427557188,-4.55756226914621
"27263_at",NA,NA,NA,NA,NA,NA,NA,NA
"272643_at",-4.88852171375549,-6.77298286311635,-8.13553666895307,NA,-5.55814288741609,NA,-5.80046425340568,-4.18364876722058
"27267_at",-1.07435369920918,-1.33882568875275,-1.23543113024815,-1.21145148848341,-1.04643854063052,-1.11919036089998,-1.29290979698045,-0.913830971916488
"27273_at",0.583173620768091,0.367172971138361,0.132980011863086,0.776154059042186,0.790715521470097,0.823447182678239,0.990168526514139,0.143965676969504
"27274_at",-4.26169232207642,-3.36174205840497,-5.91455776500287,-2.45530489468138,-2.3327855116749,-2.79312980318452,-3.76590298990475,-2.6829092346996
"27275_at",0.330302091525084,0.384830820798017,0.439250880064601,0.247812366598033,0.122884245143752,0.097370547674453,0.0182080490451852,0.219518197584417
"27276_at",-0.0409894927698865,-0.254081680325332,-0.80342573038103,-0.279785830921869,-0.264160518412729,-0.623234810279269,-0.38452557798852,-0.247690695194487
"27277_at",0.0723633395561806,0.13446660947931,0.174119207336326,0.104638637291061,0.0073427478345842,0.0586402339778671,0.0469106037726237,0.286593238726909
"27278_at",NA,NA,NA,NA,NA,NA,NA,NA
"272790_at",NA,NA,NA,NA,NA,NA,NA,NA
"27279_at",-1.49472535051684,-1.46849961216254,-1.96507756539487,-1.68309977603504,-1.94733185521505,-1.82079176784493,-1.76155359303363,-1.15007132026239
"27280_at",-3.87332476067679,-2.82995425324174,-2.31676909866593,-2.89613134852053,-3.5248390443981,-2.51020602438118,-3.32856128003098,-4.10849983162668
"27281_at",NA,NA,NA,NA,NA,NA,NA,NA
"27354_at",-0.534404073128176,-0.543053208260682,-0.613891973356663,-0.427419992867591,-0.422546603031589,-0.375287167412123,-0.486952791375177,-0.394768860865368
"27355_at",-1.71322448027615,-1.37995943031319,-1.49951493829721,-1.67002159849043,-1.68722439131768,-1.48829382993584,-1.89411650017501,-1.55569512157387
"27356_at",NA,NA,NA,NA,NA,NA,NA,NA
"27357_at",-0.890810477132208,-0.720014886198984,-0.51168514158667,-0.56808235947572,-0.73567184614607,-0.681333707502317,-0.739347896225812,-0.883994255521384
"27358_at",NA,NA,NA,NA,-6.28388608832188,NA,-6.4116644157872,NA
"27359_at",-5.57782370911301,-7.4487946388252,NA,-7.26491626065419,NA,-7.61738556275587,-4.60979369847724,-4.49087494893906
"27360_at",-0.741093808425756,-0.80005718779931,-0.795959892164758,-0.615174185581101,-0.964339625029522,-0.803809662882957,-0.93618298748973,-1.03856698222257
"27361_at",1.1972863746103,1.10401652516187,1.08084742085638,1.1463511293867,1.14813392436241,1.09265084100879,1.09332698223794,1.14075057497175
"27362_at",1.24653626219439,1.2296299989893,1.17594501541307,1.27780444496267,1.21880498584724,1.21098005499223,1.25940840345146,1.25706746108172
"27364_at",0.895435701485781,0.787947955341896,0.805604617730887,0.861277955263442,0.906806245880993,0.866727795145398,0.858165100718102,0.945288302636216
"27366_at",-0.176976036297458,-0.222124207183386,-0.268707837325811,-0.180396565129058,-0.182291057542481,-0.235521417948896,-0.205612994909901,-0.165450781208618
"27368_at",-0.450275493924569,-0.28938330329764,-0.285987080451367,-0.268011226007548,-0.241526662268364,-0.297151721442666,-0.298749365392348,-0.53445582933718
"27369_at",0.166982694730452,0.200855804179381,0.13603711074983,0.260294613097155,0.294463750428554,0.282939841550112,0.199928567961771,0.182551899297584
"27370_at",1.33959862746036,1.317114494926,1.29441307231032,1.37119318131261,1.31892516445558,1.32545534516631,1.35808102172111,1.22564998799459
"27371_at",NA,NA,NA,NA,NA,NA,NA,NA
"27372_at",NA,NA,NA,NA,NA,NA,NA,NA
"27373_at",-1.31832796648625,-1.11903267193373,-1.19512425325136,-1.03782731507929,-0.957640761697052,-0.758056246239465,-1.01997384840688,-1.33726652226661
"27374_at",0.112242554074982,0.156261056441152,0.100861554865611,0.162987463932983,0.0453344052725253,-0.0118146842715457,0.0753081871791029,0.0637493791289362
"27375_at",-0.510072477095021,-0.672372726760785,-0.617924325357711,-0.456346144424787,-0.457065884186912,-0.374927999834143,-0.748680595187598,-0.602107551114405
"27376_at",1.17617850230666,1.1733335942661,1.16701196318934,1.22960532848985,1.19049025717475,1.09322373817671,1.1459890404145,1.1565440675114
"27377_at",1.18261972622376,1.17598971230581,1.25723235727621,1.21611647956262,1.20399460019038,1.21465192950789,1.18101887901387,1.20524233163045
"27378_at",NA,NA,NA,NA,NA,NA,NA,NA
"27379_at",-3.92678086452455,-4.65583866855059,-3.95291787373938,NA,-4.75718115084958,-4.43014727633308,-5.59328059201492,NA
"27380_at",NA,NA,NA,NA,NA,NA,NA,NA
"27381_at",NA,NA,NA,NA,NA,NA,NA,NA
"27382_at",-3.8488756877083,-3.67361150332949,-4.27988006391759,-4.56973480390953,-4.1888508011646,-3.77221991401726,-4.10363453194533,-4.1384346694827
"27384_at",0.21459729890057,0.100648728224869,-0.0111584786729987,0.114652505053809,0.202213425881652,0.0986391215061152,0.0358882505813583,0.185997679379413
"27385_at",-4.16503101658962,-4.33580525409344,-4.27019778983376,-5.61217452980975,-6.21518731922346,-6.22970625697918,-3.92619564535092,-3.36600080001403
"27386_at",NA,NA,NA,NA,NA,NA,NA,NA
"27387_at",-1.87049791844909,-1.89417841058449,-1.71858753893198,-1.63204390482399,-1.88008727914103,-1.61928689326832,-1.98170344175964,-2.26294027363046
"27388_at",-0.204760698060277,-0.0634903915198274,-0.0525125711846663,-0.103618869389873,-0.110648444925489,-0.0283701902246873,-0.314951975173201,-0.372772241739478
"27389_at",NA,NA,NA,NA,NA,NA,NA,NA
"27390_at",NA,NA,NA,NA,NA,NA,NA,NA
"27392_at",-0.964643341552941,-0.995002266555318,-0.815071134435657,-0.748464820702524,-0.771428978791129,-0.844591081457415,-1.03425513372124,-0.874277675128401
"27393_at",0.65424512278123,0.601322393076035,0.543897251173834,0.627657015964742,0.603140708331968,0.546383591090865,0.597804268125574,0.627318792352855
