"","GSM5917081","GSM5917082","GSM5917083","GSM5917084","GSM5917085","GSM5917086","GSM5917087","GSM5917088"
"ASCRP3000057",2.88494440066449,2.83375044853449,2.83633381621627,2.81388678719211,2.80184896310748,2.83375044853449,2.74946275327348,2.78980855152435
"ASCRP3000058",2.71165735047244,2.61836509334639,2.61234210682832,2.61836509334639,2.64066376891827,2.6421602515045,2.6257247164503,2.63692386784927
"ASCRP3000059",3.11723072781045,3.14253475394944,3.07834921292363,3.17926310453066,3.07213989451236,3.03093183819345,3.23942730197887,3.2152631606712
"ASCRP3000060",3.01667272725153,2.91675824936836,2.95223691654421,3.02213320108572,2.94495940076263,2.80452666490841,2.92810733606436,2.88879805030256
"ASCRP3000061",3.48242320223381,3.51132064635553,3.54748100740636,3.51750001043859,3.51636867242465,3.57656572285699,3.42046653466602,3.47846437106748
"ASCRP3000062",2.98420409333661,2.83901771243642,2.88177058930708,2.83742283593954,2.91055088929439,2.76702814631078,2.9414793872231,2.83492065448134
"ASCRP3000063",2.67993746328875,2.58718609430187,2.63483349108769,2.60148863267883,2.57493641463452,2.60397906203195,2.603662501601,2.60194094226655
"ASCRP3000064",3.94126286304168,3.90380542075221,3.91590544675553,3.89702541313522,3.92456308745205,3.90814956698699,3.9066915957665,3.90212328918987
"ASCRP3000065",3.17587437430996,3.06365000445447,3.10404716055291,3.07963390280759,3.09293861863895,3.04964151733075,3.1162531416463,3.06450787213938
"ASCRP3000066",2.90054081913935,2.69538926358586,2.73119390248425,2.70881050104735,2.71123336219991,2.70397654459512,2.66266013791004,2.68903290415653
"ASCRP3000067",2.79105215264757,2.69960701509242,2.68581291013596,2.69425977541258,2.66404035551722,2.69938510134718,2.6710150891787,2.65973038529165
"ASCRP3000068",2.87265751181053,2.98850301171942,2.89314809582511,2.97929555031065,2.87801488357483,2.94914587619361,2.99586177165847,2.98399935502629
"ASCRP3000069",3.81508733216506,3.822596930573,3.78487118793147,3.82431803786551,3.77423522533108,3.81582899302035,3.8343661481775,3.83530662930482
"ASCRP3000070",2.99423364406767,2.9661134402952,2.97349214421338,2.97463722919505,2.94040424797395,2.99799148821934,2.92976193961667,2.95411823929892
"ASCRP3000071",2.77215319939195,2.6372042776002,2.6676756209602,2.65665750750137,2.66404035551722,2.62543223401286,2.66266013791004,2.64810651775221
"ASCRP3000072",2.96598337410466,2.77774095659743,2.92154871629532,2.84994693811118,2.90000006604494,2.93378367060445,2.7303207625585,2.83996785173082
"ASCRP3000073",3.45630003320835,3.30919984940441,3.37329267856398,3.33598771935858,3.40376660674264,3.23919377149091,3.40387861387816,3.3184423637935
"ASCRP3000074",2.78535079107997,2.70049279635672,2.73343088516176,2.67993746328875,2.71850106534257,2.67921948420017,2.71029101356097,2.70719942383068
"ASCRP3000075",2.63692386784927,2.75592245690004,2.75724626309325,2.74561435966488,2.73765601913277,2.73487526602696,2.74946275327348,2.76022440893045
"ASCRP3000076",2.78376729884713,2.65535038774879,2.67027256876056,2.66266013791004,2.65691817007818,2.65613542236894,2.65036483518011,2.65063166240452
"ASCRP3000077",3.20560759865722,3.02187186613944,3.09898961034309,3.04712946077939,3.15271326858676,2.99403796039054,3.12886623238901,3.0709194722545
"ASCRP3000078",3.1162531416463,3.03319300272586,3.0160188676946,3.0373257347297,3.01170995687827,3.02771982476189,2.95049854376556,2.98887069874129
"ASCRP3000079",3.03313843789049,3.11276387110934,3.00004182222135,3.13434818264516,2.96190794264597,3.01155681754284,3.17998441050014,3.15719237835524
"ASCRP3000080",2.87408885982508,2.69538926358586,2.69064441998724,2.71994127259767,2.66404035551722,2.69804966080167,2.73650412947347,2.71994127259767
"ASCRP3000081",3.19907227169272,3.15965169756492,3.20715609997084,3.15082785775405,3.21136999528418,3.19082016117373,3.19819464530638,3.168778764866
"ASCRP3000082",3.45842799851473,3.18003807686587,3.24926215360704,3.15997833953928,3.5147165066588,3.16169411129935,3.30751206953451,3.14644523117586
"ASCRP3000083",2.81897599139724,2.88198380015673,2.90117857664249,2.91618397849244,2.85019059116138,2.96269885498544,2.81013017269698,2.87861012213526
"ASCRP3000084",3.33189527489542,3.41329142046755,3.39162349822421,3.40454907359613,3.38729384022426,3.40909561441349,3.45426980088882,3.42333489433964
"ASCRP3000085",2.60618489685065,2.60587085301172,2.65832791457052,2.61836509334639,2.62607832693868,2.60148863267883,2.63624343237276,2.61836509334639
"ASCRP3000086",3.19583630392695,3.24539268047299,3.28973711567646,3.23929273320627,3.25509493267984,3.33795380550795,3.05647408747336,3.18922887654504
"ASCRP3000087",2.68581291013596,2.69800153281883,2.68581291013596,2.67660488246672,2.69041480576912,2.69448606174825,2.6710150891787,2.65973038529165
"ASCRP3000088",2.76863501371797,2.88765850449483,2.8473198788905,2.89054762507507,2.84053440506935,2.92679282897822,2.90832680744611,2.90660863197499
"ASCRP3000089",2.61356712934287,2.63398400376694,2.62088197102913,2.63955464689119,2.62959736440147,2.61582503034077,2.6192644788477,2.63158496089914
"ASCRP3000090",2.7016908457176,2.6710150891787,2.65143056268035,2.66404035551722,2.65691817007818,2.66266013791004,2.63624343237276,2.65535038774879
"ASCRP3000091",2.85982809855109,2.96790169461563,3.00070984788317,2.96524210950331,3.00169126918127,2.98877048090896,3.02187186613944,2.99226090615166
"ASCRP3000092",3.24578154123765,2.91847259490714,2.80573194955448,2.85842372492158,3.05509168532991,2.75873967688012,2.85629993205763,2.85463938711119
"ASCRP3000093",2.67539200260722,2.73906548865362,2.71007799092409,2.73265079082834,2.73099739940079,2.74329380385074,2.68017635822597,2.7265736869312
"ASCRP3000094",3.19482026968764,2.97049661361957,2.93626490881768,3.00083643963187,2.98634787999988,2.84404869474683,2.89023916411857,2.90970245969272
"ASCRP3000095",2.65445137946937,2.62058426540907,2.65143056268035,2.62396511156305,2.63776422988043,2.66952797435924,2.66266013791004,2.65973038529165
"ASCRP3000096",2.7204404611585,2.69800153281883,2.65587399886855,2.718707299503,2.69041480576912,2.68289144730798,2.68870250872173,2.70027163149203
"ASCRP3000097",3.19439664376225,3.23448415036572,3.2817145989676,3.22341825644339,3.2280712056317,3.32400840757145,3.04553483899182,3.1833775591591
"ASCRP3000098",2.74561435966488,2.64460480086897,2.63955464689119,2.64378541495998,2.66101639677602,2.62278572239289,2.70676811827312,2.65691817007818
"ASCRP3000099",3.10536454559221,3.05721076094097,3.06772022133638,3.06443715583406,3.0780178418075,3.05050253868483,3.09114263387842,3.06305375123643
"ASCRP3000100",2.66555826646012,2.64810651775221,2.62916470800727,2.63955464689119,2.63776422988043,2.6710150891787,2.61417760205386,2.6274271897019
"ASCRP3000101",2.79827420995236,2.67333503720933,2.67027256876056,2.66915489586469,2.65691817007818,2.67660488246672,2.67636274915631,2.67863687220022
"ASCRP3000102",3.05123475078916,2.69538926358586,2.72617341760949,2.70310248967921,2.7069838601932,2.65561232078149,2.76914324648893,2.71165735047244
"ASCRP3000103",3.2343766762591,3.2578865744178,3.3056977523167,3.2618864853861,3.32851641835465,3.203845111377,3.3332283440912,3.28354454192851
"ASCRP3000104",2.67993746328875,2.74809804442008,2.72992627016179,2.76378358225659,2.7069838601932,2.73362553962034,2.79547924645448,2.73877957693998
"ASCRP3000105",2.76489522850703,2.83901771243642,2.86914847887592,2.83659159199721,2.87043578464555,2.90166902969975,2.83581744141026,2.83219118164469
"ASCRP3000106",3.7761072630925,3.80868824734158,3.75068595913061,3.8053935955039,3.74698053128843,3.75954616638504,3.82633507364924,3.83632176783121
"ASCRP3000107",2.75315365486343,2.89851500340309,2.85588762063204,2.91737689488945,2.82730927064604,2.85019059116138,2.96587234001746,2.94254961471388
"ASCRP3000108",2.7171700140063,2.66266013791004,2.66266013791004,2.67514876076341,2.6779153592484,2.7016908457176,2.6710150891787,2.67052030550813
"ASCRP3000109",3.44829939630825,3.5019013399054,3.42894518203986,3.51265078185544,3.41065696624229,3.40850451373584,3.5747377343861,3.54672609881679
"ASCRP3000110",3.10429329443415,2.96505524430671,2.98549995578201,2.94459317163228,3.10364726434603,2.99478714296619,2.93651786277254,2.93196421584089
"ASCRP3000111",2.93440116006469,2.81205432983943,2.94613443976565,2.9082315606829,2.90732587413059,2.88134358885214,2.82730927064604,2.88879805030256
"ASCRP3000112",2.94762475936284,3.17430919553796,3.09122568714753,3.15130858693822,3.17750941280838,3.27541969256104,2.95485883963383,3.09508669387283
"ASCRP3000113",2.91801639339136,2.92302707309073,2.94746417283155,2.8989119434226,2.90000006604494,3.02752389521001,2.86352927817749,2.88452311008683
"ASCRP3000114",2.71165735047244,2.73563680786063,2.73650412947347,2.71994127259767,2.7069838601932,2.70266436481811,2.76914324648893,2.73119390248425
"ASCRP3000115",2.96922108207335,2.99252388138998,2.9570278950014,2.98430639179966,2.94495940076263,2.964496085226,3.03759318552745,3.00248002092799
"ASCRP3000116",2.99699358343652,2.89390736414862,2.90751707146101,2.87638874566439,2.91055088929439,2.87863596399902,2.83121037597166,2.85982809855109
"ASCRP3000117",3.65152921913256,3.6809195741916,3.65603651574028,3.69804991202448,3.63323255582374,3.67223372124056,3.68131733083686,3.70722243377019
"ASCRP3000118",3.06542889985508,2.92190821390243,2.95779754285534,2.91737689488945,2.92087369039335,2.99140407327322,2.81473361461882,2.89911016100253
"ASCRP3000119",2.59988783010025,2.64460480086897,2.61806464198144,2.60618489685065,2.62219411694803,2.59442903953005,2.64555762417846,2.6274271897019
"ASCRP3000120",2.77993076927263,2.90899244544048,2.87254664755346,2.89421104547877,2.89752267954712,2.89712337333175,2.85434037458349,2.88771051025014
"ASCRP3000121",2.74954351676288,2.72893738966464,2.68312769402232,2.68265498977614,2.82422774407167,2.6441954182101,2.69606463389455,2.67660488246672
"ASCRP3000122",3.51063665232661,3.54146798084695,3.51538967375906,3.53489877519919,3.50403043323576,3.53797290630295,3.54721854506082,3.55185465992331
"ASCRP3000123",2.71165735047244,2.71186908594714,2.69538926358586,2.70310248967921,2.7069838601932,2.69087383433954,2.68870250872173,2.70211567530462
"ASCRP3000124",2.94077706427218,3.09866936419824,3.07089660551719,3.09458813840088,3.03236675568051,3.11204208507078,3.10528695145087,3.10398859650668
"ASCRP3000125",3.15965169756492,3.20085249328713,3.20255775054943,3.17285439680236,3.19011464169513,3.25868311290773,3.07229897058916,3.16763775067835
"ASCRP3000126",3.256443175253,3.2707066629413,3.26051704696364,3.25916189144704,3.25440970489568,3.25317747171054,3.29349458419165,3.28680459496881
"ASCRP3000127",2.62088197102913,2.73906548865362,2.66050273245831,2.71994127259767,2.67466160877941,2.72105406958087,2.74291876623983,2.7255718478878
"ASCRP3000128",2.7927369701098,2.86638524675624,2.89911016100253,2.85260608410791,2.87573570600032,2.90352080715845,2.83348963517939,2.85124797215099
"ASCRP3000129",3.16608595218387,2.9792606804739,2.9663173381182,2.97531413303873,3.00004182222135,2.99873169080569,3.00884610779112,2.98120826151104
"ASCRP3000130",2.7204404611585,2.82388867024067,2.83889014309987,2.82321464877859,2.82730927064604,2.91664380431813,2.73362553962034,2.80339603846654
"ASCRP3000131",2.84805413372583,2.84921449449536,2.85912525169032,2.84664118257235,2.85736590800186,2.83895393613455,2.88410106543176,2.85260608410791
"ASCRP3000132",3.20409434863677,3.1806196441314,3.22865154563214,3.16574030813616,3.20200694137874,3.21317249148,3.12273488935898,3.1909217509021
"ASCRP3000133",3.34409033133291,3.38206424481771,3.35213121598539,3.39495109192377,3.34657141215706,3.3549145246882,3.39619624389218,3.37363939367814
"ASCRP3000134",3.07555096542869,2.96830613688143,2.98549995578201,2.96830613688143,3.00087031732973,2.87930930939697,3.0711520075975,2.99282132722782
"ASCRP3000135",3.75163079867147,3.59594487653802,3.76177472569221,3.60782157622095,3.82847855326177,3.51379589763697,3.68188486983403,3.57877926897545
"ASCRP3000136",2.77993076927263,2.63398400376694,2.71165735047244,2.66050273245831,2.6779153592484,2.73167233526448,2.63624343237276,2.64810651775221
"ASCRP3000137",2.59066512467663,2.60587085301172,2.59410138715464,2.58752197210096,2.59684735398846,2.65613542236894,2.54131760669274,2.58256937545861
"ASCRP3000138",2.67333503720933,2.70986479393943,2.68581291013596,2.70719942383068,2.70158079122751,2.73925591943579,2.7171700140063,2.74011111097046
"ASCRP3000139",3.87129680879532,3.87418849529302,3.85648842390264,3.87883202341182,3.86226503109745,3.82305880741476,3.90380542075221,3.88564071022382
"ASCRP3000140",2.90054081913935,2.93243648863185,2.92320574347028,2.93071453107021,2.94794559257112,2.95105265600877,2.87077118724534,2.89592135206521
"ASCRP3000141",2.70763001788321,2.63158496089914,2.64555762417846,2.63955464689119,2.65089822574168,2.6372042776002,2.6257247164503,2.65063166240452
"ASCRP3000142",3.20200694137874,3.00743345988828,3.12879701759833,3.01189054509397,3.1966747344568,2.91326836012639,3.13321881903037,3.01086017511982
"ASCRP3000143",3.04659184154734,2.84836106474676,2.91289517059664,2.86352927817749,2.92087369039335,2.84565872068725,2.92096388051789,2.87370552461281
"ASCRP3000144",2.70763001788321,2.61417760205386,2.63483349108769,2.62219411694803,2.62607832693868,2.63539834545784,2.66266013791004,2.6274271897019
"ASCRP3000145",2.83290665477144,2.8709945263741,2.91396561857256,2.85982809855109,2.95934767466035,2.92258026016165,2.89871355757801,2.86098836580186
"ASCRP3000146",2.83290665477144,2.65869711671703,2.68017635822597,2.65665750750137,2.69041480576912,2.66050273245831,2.80558576283602,2.66742522694373
"ASCRP3000147",2.96598337410466,2.75459177900493,2.75369390530364,2.76162311212977,2.73526224868826,2.73362553962034,2.78186045457778,2.73708072060424
"ASCRP3000148",2.82246495663204,2.70676811827312,2.76361065052513,2.69538926358586,2.71123336219991,2.80920168577429,2.64555762417846,2.69201791838713
"ASCRP3000149",2.79495285052085,2.83375044853449,2.83996785173082,2.83742283593954,2.82158161252771,2.8767133819422,2.7529733158243,2.80790135348781
"ASCRP3000150",3.22603410554989,3.22127477028008,3.27194252193271,3.2057724318294,3.26879949519616,3.2473374997154,3.21522953238629,3.21075701908458
"ASCRP3000151",2.95993806957903,2.95125092106907,2.99107167785298,2.94077706427218,3.04253461697883,2.9373593218949,3.02428990840795,2.95270832855721
"ASCRP3000152",2.82246495663204,2.75333386587902,2.79304481074785,2.73119390248425,2.80573194955448,2.80804617420938,2.77920859741546,2.7344876995926
"ASCRP3000153",2.66050273245831,2.62829733136581,2.65143056268035,2.63596202855086,2.6710150891787,2.64010977503783,2.68417153650027,2.6274271897019
"ASCRP3000154",2.6676756209602,2.7303207625585,2.70763001788321,2.71165735047244,2.71624874161607,2.74422899861338,2.74291876623983,2.71994127259767
"ASCRP3000155",2.75891596740867,2.79495285052085,2.85499771094203,2.79365935041863,2.8418571519683,2.84091432273276,2.81473361461882,2.80339603846654
"ASCRP3000156",2.7344876995926,2.7171700140063,2.68312769402232,2.7171700140063,2.68417153650027,2.68289144730798,2.72408750437119,2.70870340486235
"ASCRP3000157",2.57003868036489,2.62219411694803,2.60020873102405,2.58044021548909,2.58819251820047,2.61417760205386,2.5924573140263,2.57352851719694
"ASCRP3000158",2.63031693663828,2.65196184984381,2.67539200260722,2.66266013791004,2.6779153592484,2.69728287171717,2.63624343237276,2.65691817007818
"ASCRP3000159",2.7303207625585,2.76144869634459,2.69538926358586,2.76039967008583,2.75724626309325,2.75459177900493,2.68017635822597,2.70719942383068
"ASCRP3000160",2.66050273245831,2.59212733101193,2.58752197210096,2.60148863267883,2.60555645184405,2.60850361556693,2.61417760205386,2.60555645184405
"ASCRP3000161",3.10593083878304,2.83290665477144,3.0119507081828,2.85889050987606,3.11106800580181,2.81550127591559,2.93865704055093,2.83219118164469
"ASCRP3000162",3.00731061059766,3.02696311963058,3.04777465400295,3.03071120129545,3.09358034552675,3.01530391209086,3.15154078980907,3.06450787213938
"ASCRP3000163",2.65445137946937,2.65869711671703,2.66050273245831,2.61387253491774,2.71624874161607,2.66127286035369,2.67636274915631,2.6274271897019
"ASCRP3000164",3.0662135097555,3.20573712219591,3.09276941229428,3.20689884652214,3.07027426768678,3.12242680465893,3.27736375283212,3.27338080221494
"ASCRP3000165",2.64745325191227,2.62829733136581,2.63483349108769,2.65379322902239,2.60555645184405,2.65036483518011,2.6257247164503,2.63426746112969
"ASCRP3000166",2.75891596740867,2.82584334245477,2.79012003465046,2.80390508635737,2.79984361251289,2.79623970405788,2.8482997098896,2.83375044853449
"ASCRP3000167",3.08758906187023,2.84342334219506,2.87254664755346,2.84921449449536,2.96709311146588,2.79555539711233,3.15316400703246,2.86098836580186
"ASCRP3000168",3.11034510097198,3.1093251092935,3.03494461556916,3.09904960172222,3.09959321667547,3.10011553964414,3.00219495344895,3.04240058382052
"ASCRP3000169",2.86450314786736,2.79495285052085,2.8497030377625,2.83492065448134,2.83901771243642,2.78652991819066,2.81696568546065,2.7704002194706
"ASCRP3000170",2.83492065448134,2.99025711888366,2.9570278950014,2.98573719338178,2.96568716128644,3.03355051851375,2.93457120539359,2.97884023412315
"ASCRP3000171",3.13315106576767,2.80833556052747,2.87254664755346,2.81388678719211,2.80573194955448,2.82273783815131,2.78448473402471,2.81952927735972
"ASCRP3000172",2.70375830455107,2.66404035551722,2.65143056268035,2.67333503720933,2.6779153592484,2.69728287171717,2.65445137946937,2.65691817007818
"ASCRP3000173",3.13164492512461,3.28431565663485,3.23823696374199,3.27150559180395,3.21766067579035,3.26137773055868,3.33375065030866,3.31148798990563
"ASCRP3000174",2.65196184984381,2.67333503720933,2.64555762417846,2.65036483518011,2.6676756209602,2.66353246470492,2.6257247164503,2.6071248924968
"ASCRP3000175",3.48242320223381,3.488600890716,3.5178443456898,3.52727486008027,3.53265982861857,3.50203076574907,3.51063665232661,3.50649703783434
"ASCRP3000176",2.85842372492158,2.71994127259767,2.77248743510153,2.73119390248425,2.74011111097046,2.74680755993748,2.74946275327348,2.7265736869312
"ASCRP3000177",2.57854025331007,2.61417760205386,2.58112793154839,2.60397906203195,2.63776422988043,2.60555645184405,2.6257247164503,2.59860050122614
"ASCRP3000178",2.751183871603,2.63568033304334,2.63483349108769,2.63955464689119,2.63776422988043,2.63624343237276,2.65445137946937,2.63692386784927
"ASCRP3000179",3.0119507081828,3.13964382189005,3.08227527239269,3.11778410506465,3.15592910944436,3.21595743344907,2.94054933724935,3.05911585604287
"ASCRP3000180",2.718707299503,2.73650412947347,2.68017635822597,2.74030076665897,2.6779153592484,2.66050273245831,2.7303207625585,2.67863687220022
"ASCRP3000181",2.76863501371797,2.81268825795698,2.80710983929122,2.82503415576989,2.78949667832662,2.79751997445884,2.78448473402471,2.78980855152435
"ASCRP3000182",2.66050273245831,2.72125828302411,2.71165735047244,2.72508224925759,2.71123336219991,2.7257725268741,2.68870250872173,2.72125828302411
"ASCRP3000183",2.98577106379914,2.91675824936836,2.92806362206598,2.92950141540831,2.95274832294922,2.91924541966179,2.97690720185539,2.91387265748575
"ASCRP3000184",2.94641703871676,2.73906548865362,2.80265727353115,2.77315457709429,2.81959256835564,2.67660488246672,2.86168576513681,2.7927369701098
"ASCRP3000185",2.8767133819422,3.00847972226434,2.95963379498613,3.01104146549546,2.95648733019709,3.02965387410201,3.02976476062227,3.03377147968009
"ASCRP3000186",3.23702533783135,2.85428052737319,2.96419790636552,2.96984155412531,2.91938102770122,2.92941450837727,2.87077118724534,2.90332629991872
