"","GSM4308223","GSM4308224","GSM4308225","GSM4308226","GSM4308227","GSM4308228","GSM4308229","GSM4308230","GSM4308231","GSM4308232","GSM4308233","GSM4308234","GSM4308235","GSM4308236","GSM4308237","GSM4308238","GSM4308239","GSM4308240","GSM4308241","GSM4308242","GSM4308243","GSM4308244","GSM4308245","GSM4308246","GSM4308247","GSM4308248","GSM4308249","GSM4308250","GSM4308251","GSM4308252","GSM4308253","GSM4308254","GSM4308255","GSM4308256"
"ebv-miR-BART11-5p",8.50999505296089,8.65771681066971,6.97389707714587,6.90557473872697,8.10436968624906,6.88343142569503,6.94798986199273,6.87427442292025,6.89572189212784,6.93400807194608,6.9511133301039,6.98835521485319,7.04729408009402,8.28701279139975,6.95081481533756,8.18394547175725,8.71348206131954,6.95771730541608,6.89962036066558,6.94449772695558,6.86457370078988,7.30634700942625,8.35356060344786,8.4536953535934,8.07985274413636,8.48764873344145,8.67200307972108,8.27908308267637,8.77351969827243,8.20251567418688,8.67904687407644,8.7515440590891,8.60903649359057,8.5747709915631
"ebv-miR-BART12",8.58744488006281,8.97279459242896,6.99652772118385,7.01196071851729,7.87710127318552,6.90670784266208,6.94544383637791,6.92773056269866,6.83464169823131,6.97163206718617,6.93691820681395,6.93617031225959,7.01593795198988,8.0308398079583,6.91734820842035,8.41723987219308,8.71789401030363,6.91524600721885,7.09353693668649,6.93654960803072,6.90320099809302,6.95619491955408,8.36354388289481,8.4536953535934,8.55182859332386,8.49659257102851,8.77308776341935,8.45974676389795,8.94322512151465,8.28092059852332,8.78510977717156,9.31560245663795,8.63840803730505,8.58345891013077
"ebv-miR-BART13",8.56052390699477,8.60903205976877,7.1294396439041,7.00415528368709,7.87908940195464,6.84313591111135,6.99461479557919,6.97003914824096,6.8478040333884,7.06903831577779,6.9957671508778,7.71849177793965,7.38326536997541,8.17469503253858,7.01139947385406,8.25150039981455,8.65875239197799,7.01346225980656,6.86793351904009,6.88165727858742,6.94862887886043,6.76445762711846,8.32895536178133,8.41084689888349,8.54176223165075,8.50219612257201,8.63237910387583,8.32621868543745,8.68438676185321,8.29361556629633,8.67557108685455,8.69506504366547,8.59429586171923,8.526972561077
"ebv-miR-BART14-3p",8.55747825292764,8.86943468306865,7.02781865836443,7.0026395192208,7.80375141657809,6.85466022131314,6.97888889043165,7.00017581774443,6.93350654469679,7.17320840286749,8.08142698081021,7.02323427957124,6.97784315160707,8.07393534873817,7.21020278749293,8.37911579867624,8.69005106720902,6.95325825370884,6.96597009181763,6.91629271298133,6.91923638202927,7.61244318043355,8.30435132166324,8.43608061545648,8.58339158780602,8.4985596414411,8.71963318559771,8.44218961512413,8.65648242691291,8.25776779664305,8.75560666666399,8.78016210758684,8.64041450619999,8.6430790892421
"ebv-miR-BART14-5p",8.60374798612361,8.58424661113936,7.00640126222866,7.07957118293897,8.02097993890421,6.90726083982304,7.11316288843714,6.97851255753177,6.91139198784346,7.00881627676797,6.97564279559313,9.32704935325528,7.53725024433073,8.20420039734748,6.97309347456901,8.23317721439108,8.72223819455264,7.05166248230864,6.91382409128764,6.74122561816248,7.00477327642726,7.37338285770762,8.39812287891836,8.43715323481611,8.46274559822788,8.4709008279915,8.72261151620835,8.21747696169654,8.67383905599044,8.28908240454023,8.71457798621159,8.73356110304661,8.61635107992378,8.62021982550749
"ebv-miR-BART15",8.51545739784615,8.67780102214286,7.01750440110941,6.95383326402368,8.05330089500325,6.89351147246524,7.014523790989,6.93147623388679,6.83387804841351,7.05958024850484,6.90852952768829,7.16719030747722,7.50858711208948,8.21723071622067,6.94636125083933,8.24079133216196,8.75663337539228,6.95731915518243,6.90871084930412,6.89164398282778,6.87889083490289,8.24424870036985,8.37895892808691,8.50032883010597,8.35484264956428,8.44926133217504,8.73104540220651,8.29139405221353,8.682400534385,8.29612744033496,8.73243236190618,8.74839011626131,8.69685732098231,8.68310585294981
"ebv-miR-BART16",8.54919553542495,8.61437010832007,6.99555348619256,6.91176706975417,7.97409561281881,6.89984509062339,6.99391773374685,6.9953409206104,6.90077384471943,6.95937836766414,6.92768197671416,6.98615832772891,7.05001404157815,8.3149371058053,6.96758710365353,8.27640640132351,8.70278531098339,7.00405975209648,6.91250257028498,6.97286953411319,6.88768001098176,6.58302212413175,8.35206020378863,8.46747635381015,8.45705002685589,8.49797674538816,8.66931453858874,8.32926175823062,8.77357046685304,8.30525282417303,8.68187966228983,8.69005421097739,8.63390340934852,8.57126344714291
"ebv-miR-BART17-3p",8.52223430113473,8.60894781456551,6.96351227165671,6.98091870821997,7.94745459899558,6.95585794281023,7.03221768262449,7.07632927342976,6.92289357161226,7.15184157018512,7.07731671295402,7.98642913949102,7.64319023233185,8.16459271671237,6.99426404357313,8.21805072507397,8.65255604663076,7.12690266849364,6.97517961762107,8.11449821094403,6.87736635175899,6.68213081425516,8.29023500453213,8.41457488919737,8.43051694878952,8.45419975142613,8.69343329103347,8.28666263906859,8.66483621754562,8.25679838607939,8.68563815415467,8.69582647694097,8.59655653430281,8.56874544508985
"ebv-miR-BART17-5p",8.6006321512156,8.66005010393212,7.05062576214428,7.10131915442328,12.5190501617953,6.85420764591213,7.09051367132435,6.92735486749863,6.79021033029475,6.98634380513551,7.10345147943768,7.27160869072953,7.50818459076826,8.13214289962994,6.96542414303234,8.3131664759772,8.69932258428309,7.02272622273417,6.93130011535556,6.91828604381185,6.92430895672884,8.37925098837247,8.31816632676427,8.48095293680214,8.56048454807113,8.46224663424435,8.8779162957951,8.49746547019885,8.99098179725812,8.42600261332936,8.76224814508196,8.74651432113846,8.63164635555789,8.67517974359305
"ebv-miR-BART18",8.5779518046044,8.86867781511378,6.95720189466481,6.96205037873878,8.08182160292536,6.82370987923639,7.00761488069926,7.05611635420464,6.7948278204369,6.97764970983346,7.0698933162142,6.96968582253157,7.01053929494666,8.05218001962052,7.21810886403414,8.47097645568588,8.66738869745048,6.95937836766414,6.95919982562403,6.92520785473801,6.95454414411121,7.6826849502074,8.34228983358651,8.35383624250494,8.44004524692936,8.42665179798996,8.7077197607644,8.42251769289898,8.64335657011517,8.27153726175873,8.71027677443783,8.752245821447,8.57009287418806,8.59420403213421
"ebv-miR-BART19",8.49855764698964,8.85520923033124,6.9984618083837,6.98437516305845,7.77671134539388,6.82645060950547,6.92704902440895,7,6.86713662570419,6.9762066630728,6.95728316534419,6.97492044823715,6.99552069886374,8.01294683975886,7.09422867897109,8.35401571034973,8.73158005034919,6.96794670581271,7.08907966282473,6.89852883517426,6.93073733756289,7.00807897127409,8.35440675827478,8.3945295758019,8.47864344132949,8.45775392039606,8.69174351917128,8.38969844479677,8.65650995653521,8.27765052761838,8.73814361459549,8.72964861159798,8.61332905437105,8.64165656789218
"ebv-miR-BART2",8.58765264609044,8.78426545525573,6.93755743761552,6.89410472605226,7.76236941403534,6.87770499240697,6.97172287382306,7.09381367340273,6.79815293107128,6.89995140227661,7.44031523245031,6.93719017939609,6.98676132650956,8.02168459066234,7.14348117616262,8.31712992638454,8.70927546969807,6.95201316488949,6.88798213305845,6.8828435455876,6.93395851701594,9.08999196945394,8.30999285761095,8.36673223111235,8.5484242939165,8.46660183513751,8.70900176447781,8.33408419158248,8.70143019049781,8.30099585201007,8.74845485947671,8.71075340765655,8.6387978999517,8.54689445988764
"ebv-miR-BART20-3p",8.55865604087844,8.78161183524022,7.03815959176919,6.93564125193991,8.0948694327187,6.95696386133555,7.15576744432154,7.07012094447682,6.77996749704465,7.050601820665,7.03708895256892,10.9586621821077,7.59397443259617,8.36524547460277,7.06869123007198,8.26816814940509,8.83904880030485,7.00419911371167,7.10548637342353,6.95137331412364,6.94745459899558,6.67993465276565,8.47769513450821,8.44925348978897,7.01733068265177,8.50956204761397,8.74539432829077,8.30599240193636,8.81575280899382,8.38954013955394,8.74301334667564,8.85862229220094,8.732008304843,8.64669154358254
"ebv-miR-BART20-5p",8.57800956584085,8.87833850317974,6.96154577439909,6.98548676835534,7.89831780836753,6.86645428354299,6.95164956866443,7.06471797874019,6.86050474642569,7.07895134139482,6.99452994404247,6.94629925013212,6.97172287382306,8.09024265341165,7.2469049257544,8.40592685847303,8.67033687366555,6.94753291406301,6.9390819718095,6.88433538912072,7.01630130576474,8.15008590986035,8.32325791714185,8.3767626830552,8.53150155013227,8.45273214690479,8.72551997810832,8.36123628506132,8.69337962257121,8.2934891220109,8.73751134812114,8.7340107937547,8.5773706658591,8.57352714724277
"ebv-miR-BART3-3p",8.63656625908643,8.56945881263279,6.91904684132342,7.02095772206264,7.94584878764027,6.82159670291481,6.99205347618538,6.95436965607002,6.89257802981686,6.92596382531188,6.94957228386143,7.80408131673957,7.59979980185858,8.22757695763366,6.9183039355069,8.30108367612938,8.72150459058549,7.00375176013507,6.88883699059373,7.04263011173495,6.8760134502335,7.2813032165298,8.4148556011621,8.47721224570774,8.54594443721466,8.50911505295669,8.7420890987556,8.30999967640632,8.70892212512129,8.27375970619325,8.76305663367418,8.74371253879147,8.68414687533697,8.64812241703576
