"","GSM4308223","GSM4308224","GSM4308225","GSM4308226","GSM4308227","GSM4308228","GSM4308229","GSM4308230","GSM4308231","GSM4308232","GSM4308233","GSM4308234","GSM4308235","GSM4308236","GSM4308237","GSM4308238","GSM4308239","GSM4308240","GSM4308241","GSM4308242","GSM4308243","GSM4308244","GSM4308245","GSM4308246","GSM4308247","GSM4308248","GSM4308249","GSM4308250","GSM4308251","GSM4308252","GSM4308253","GSM4308254","GSM4308255","GSM4308256"
"hsa-miR-185",8.5792586058144,8.59630792554967,6.94289330966768,6.85995340226676,7.99452259000761,6.83094232725147,6.95894820614929,6.87131264099415,8.19527524519414,6.96779803501913,6.88094872208817,8.24629264042015,7.51162932771481,8.18820259183732,6.9354255659002,8.38262402657492,8.70670424842138,6.92957325172068,6.87597537385242,6.99370379496499,6.9816768711918,6.94539935503373,8.38344251028328,8.46836948710953,8.47916789795429,8.50688474202926,8.74813950243769,8.27942532850864,8.72421471015787,8.31329528937091,8.72922407533649,8.78322483015978,8.6683939590363,8.65680595616502
"hsa-miR-186",8.56889095816092,8.81645923147332,6.94701852842665,6.96489646555176,7.83434968783799,6.83671945884177,6.89989341507329,6.97763826276184,6.82899073839375,6.93841283379881,6.86675593835509,6.88818919632557,6.95523839744965,8.06491140607834,7.08862289559596,8.34305821066761,8.659694125395,6.90155961813378,6.93810932621924,6.85303752325548,6.86747149807502,7.4108719084164,8.22543352581826,8.3342554051649,8.50620838930674,8.4283924183579,8.67965039784408,8.35876942452278,8.627794312106,8.70571462727358,8.66829396085475,8.65168820273572,8.54952209088065,8.52840761557824
"hsa-miR-187",8.63674169883267,8.76813171177366,7.02364126153233,7.02701467745759,12.5400437416476,6.82519922267873,7.03482096729092,7.33243225589351,6.83039477930037,6.96857924976224,7.01663894211379,6.98815976836871,7.01069481389741,8.04775321532598,7.3105437124011,8.36420514612401,8.68800826580769,6.94215906595008,7.00482270441232,6.90782924421219,6.95128471496697,7.19629523689097,8.37240323674947,8.42213248292221,8.49579428055394,8.54594559521851,8.66724391613723,8.4098550698163,8.62598968471164,8.29193225968662,8.73619050096093,8.74643672590755,8.63820962663358,8.62365290805293
"hsa-miR-188",8.64631317010479,8.76401699688531,6.97956810009519,7.00068286429939,12.533901051009,6.93018262111738,7.03254830905618,6.92627227092659,6.85045940779503,7.01820017881323,6.91208455490287,6.98942969748425,9.70925340974031,8.12242372478013,7.00553809717319,8.32085424005138,8.6701031395086,6.96266700630752,6.89353088748652,6.94233972925617,6.84741820968272,8.15307721951671,8.32483849957435,8.45539462670326,8.55178438316156,8.10861436105909,8.71301045440367,8.40660384429919,8.70511119523586,8.27788620935073,8.74136316255496,8.75214745473538,8.58789487699906,8.56611341964725
"hsa-miR-189",8.56997823219798,8.58837396944434,7.00268114529495,7.00432834834013,7.98411650089657,6.88343142569503,7.01104718689814,7.0384965414475,6.85038189308447,7.11646768977666,6.93582273324253,8.1779018507261,7.89356668324704,8.17646091125856,6.94883092218677,8.21383328309929,8.69691398908762,6.98263770404541,6.94994223843596,6.90011206297746,6.93806461815725,7.02742059452032,8.36397133005785,8.37753070807246,8.38235383366451,8.41245595090346,8.67606884629279,8.27361053082393,8.73691194294679,8.26378279759112,8.69010381174941,8.70673152678928,8.58625358574887,8.56646394894485
"hsa-miR-18a",8.55428416528742,8.9279574731304,7.01230942991365,7.024274239615,12.9395573606983,6.87632539306042,7.09392139624341,7.24530645261064,6.88245475314538,7.03901553143359,7.03086683776115,7.07557648466505,7.38063595285189,8.11332231716462,7.12877592357897,8.43156279045411,8.68121135000922,7.02894259568221,7.05114367142519,7.20464841194831,7.03324788517597,7.42484232807479,8.30833903013941,8.36510327791069,8.48394593633628,8.40753333167132,8.66015816420438,8.41906732620832,8.71888832603515,8.2934891220109,8.78064245024129,8.77082904603249,8.6101729499204,8.58191798421839
"hsa-miR-18a*",8.57707490890716,8.67086617695087,7.00590071185001,7.03049499563232,8.0062581853961,6.79419879590176,6.98633242684007,7.13246477035852,6.87574935142006,6.96651698765205,6.89058652906666,9.97873762555601,7.4376696896923,8.29016310922371,7.00178760848085,8.15117539155287,8.7370522659757,6.90222917933102,6.87394727616633,7.00393049340423,6.89674895413103,7.7381949677425,8.34517013813143,8.62971506340623,8.29497402808148,8.45646489770082,8.70619035190362,8.32469991336462,8.73131903102506,8.33355880115683,8.69828377592514,8.74053331458426,8.61541077943818,8.58185812018973
"hsa-miR-18b",8.60909339309412,8.81363306692233,6.95880556363946,6.91831228488865,12.2641871736774,6.82972273508606,6.92791896604149,6.99246594964568,6.82664381641273,6.97254676902493,6.89325298510026,6.91774561006032,7.44256038457775,8.06592122513842,7.15576744432154,8.3807774925233,8.64751742823761,6.94449772695558,6.92445267552874,6.8376279331714,6.92265218771972,8.25123811409146,8.28803181457276,8.3580691708658,8.47673081511029,8.44401309807557,8.68374241491934,8.3826914588346,8.67178235076886,8.2662819776163,8.69207074879243,8.69479315499995,8.55949678431488,8.55945280851796
"hsa-miR-190",8.60789914133249,8.59155264004356,6.96542414303234,6.98299357469431,7.88825983464145,6.84329799904237,7.09785410449235,7.12007609977124,6.88671230727786,6.98833021736095,7.04388908770845,7.61247782965208,7.53673288983541,8.12825215227739,6.96315849991205,8.33854787296065,8.71834107478057,6.9166390579159,6.934915098352,7.0044654367703,6.87594098141862,7.70282235800649,8.40186423031513,8.40468985870359,8.50076541170632,8.48196487811355,8.67087077873658,8.34180522120724,8.66342112173631,8.21493589894074,8.74567432400213,8.72584542916291,8.62666362769452,8.54448925015104
"hsa-miR-191",8.56581991430693,8.53370739250353,7.02048886691873,6.90077384471943,7.9466729687352,6.88147864257276,6.93557525307843,6.88527417839019,6.80000424530429,6.87696135096648,6.88157897511203,7.67054578578463,7.68661327709843,8.14873077917319,6.97345859522519,8.30687010143721,8.72394518961041,6.97603019166122,6.82645060950547,6.96991255940017,6.80015701186592,7.97842446544086,8.32539181180291,8.45294913033622,8.46881503210311,8.45734927488053,8.72343057258144,8.31244372843022,8.49769339120194,8.26465605638385,8.73913150410647,8.66144926831932,8.69760460482956,8.58784950867042
"hsa-miR-191*",8.5129786211353,8.89576157112978,7.00544939426101,7.01266922959716,7.80554268679367,6.84738939403155,6.94935516855225,6.95419631038687,6.84358820402915,7.0237332878578,6.97100431057657,7.04161534998433,6.9518675043269,7.99435343685886,6.94125071411162,8.3634483907107,8.72823447876269,6.93984598539143,7.00755321491874,6.9087684831903,6.92685220736134,6.76715024341551,8.3323637758179,8.41018632072509,8.53602763730952,8.48520058325585,8.72077882014047,8.69027530550283,8.69190714325956,8.27576089340834,8.78304799004706,8.74248797223358,8.60076593659164,8.58108644252816
"hsa-miR-192",8.58431652467086,8.72402639223961,7.07700687504588,7.11276580306654,12.6136370849966,6.91089212652744,7.02945951174408,7.01646066213866,6.89903662417799,7.08553300728379,7.05628329691367,6.97763253919197,9.51610637660983,8.06882233727291,7.04741733026344,8.26728343545167,8.76265875712594,7.03668904349658,6.98885961713983,7.0389189892923,6.93199146397331,8.07556258004181,8.29747207637191,8.34729758394109,8.50724559820218,8.10147779618855,8.74483383749955,8.33901486825008,8.64425684268423,8.23943336760887,8.77653600791391,8.75848774009603,8.55656583043923,8.63932623640368
"hsa-miR-193a",8.60233067566485,8.55915220761049,7.07986554106705,6.99240476597717,7.87997832854876,6.89254281664855,7.10619963652466,7.02324869778754,6.83452161453217,7.06420815460513,6.93835872472133,7.11125567242615,7.87409671518436,8.13646211234213,7.02897794626984,8.32171663439896,8.73703603654023,6.94593889139142,6.93735145493504,6.97847594848485,6.8774227973873,8.17672518294639,8.43507722786359,8.43535606295308,8.49712012721983,8.48198303571458,8.73440614822658,8.33970884340867,8.67155451175323,8.23979087576509,8.76112234920804,8.60539395389294,8.7204580383933,8.65099570491193
"hsa-miR-193b",8.51648798090998,8.7437468668938,7.02253870678056,6.92018728586463,11.7193824032452,6.85953478638265,6.86781864529498,6.97939203940323,6.85657617111635,6.91397723283187,6.96470243493148,6.93939585404685,8.87349609781797,8.08680976787081,6.97727992349992,8.32371592851016,8.66273886204191,6.89954544289977,6.85953478638265,6.86727873970966,6.84876688980266,8.08982755854056,8.26738129558403,8.42432797920119,8.48829366798408,8.50040611785965,8.67931998665912,7.36086814847059,8.66589121236093,8.24963211325092,8.65529672462463,8.67387120187342,8.5857843022274,8.53144228637631
"hsa-miR-194",8.70598895677458,8.94021785481732,7.15323077780216,7.11318164567248,7.97958810563256,6.91083337845327,7.05107731108353,7.06802906415516,6.95419631038687,7.02790599656988,7.00036400915094,7.03020032268007,6.99743581180384,8.00398276027009,7.00713830387184,8.49853850011532,8.74989523146762,6.95487096158858,7.0570310498834,6.91715841946827,6.94846301868276,6.86808666980667,8.45756105078692,8.38246969858162,8.51813774514372,8.52920642118775,8.73084880554731,8.5015529957387,8.75075923378179,8.29272746312525,8.79188633431118,8.83483570708803,8.67601205889147,8.68002997819959
"hsa-miR-195",8.69932050185956,8.90003082888178,7.20723595579126,7.29564130133773,8.133611301072,7.11015754107839,7.233545862567,7.21782686820053,7.15386916176519,7.23928632919955,7.20731991457615,7.22588126040256,7.22644880161415,8.15845215700605,7.40399280798539,8.41330254556344,9.04191591207958,7.24234240869542,7.22524600471646,7.20200722780505,7.18715607112657,7.99014992509128,8.41917016502854,8.42383823264991,8.51476099273508,8.47389606729752,8.96326891838019,8.46314709801825,8.71215071576488,8.35294298078917,9.0003521774803,8.91335708868227,8.8811139606751,8.72839877838028
"hsa-miR-196a",8.57472861403059,8.64013031153658,7.00700483414361,7.01809332916789,7.95128471496697,6.99060548627877,7.028177927247,7.00225245173138,6.87379720659623,7.15248563931161,6.96138023499097,8.3726230674373,7.57676246630056,8.1384320622724,7.00068286429939,8.25693138853087,8.74493909322809,7.00579968286409,6.95744337127539,7.07433309559967,6.97901355050587,7.01053929494666,8.43291849694086,8.48268213129499,8.41270236120275,8.45033244913454,8.70479624587286,8.24762138284096,8.67931752324576,8.26724738004534,8.73689300674592,8.76118186853184,8.67101024127845,8.62796790441457
"hsa-miR-196b",8.57874704526769,8.80804840828377,6.92370541904159,7.04008254994054,11.7493859346361,6.81571374881575,6.95255955225298,6.96876009021702,6.83852575112032,6.9781601568897,7.00881627676797,6.96000193206808,7.43957493611114,8.10345410221962,7.04046069697293,8.32221435128348,8.63049466150558,6.93437142276616,6.90153789743207,6.96794670581271,6.90017366496699,8.11972707547312,8.30337162221073,8.37970672695034,8.52536537333231,8.46202122589584,8.68249288789194,7.90167907614805,8.68245461282125,8.31392377004143,8.70122778311072,8.69851160007565,8.59443434162492,8.57547836117191
"hsa-miR-197",8.54719569710632,8.84818944089678,6.9393464838389,6.94214850700517,7.78073528492085,6.86879786673419,6.94363069594144,7.04821438460804,6.90488505841209,6.89593632748616,6.95325825370884,6.9643177613805,6.99461479557919,8.05458261293548,7.02719276412713,8.35660426500058,8.71811841630432,6.92555443987355,6.94606409115757,6.98247456732288,6.90256324050723,7.02714077836513,8.31915094072281,8.39517721975909,8.54928026210166,8.3281569898645,8.68946061591704,8.39715692376153,8.68123841177781,8.38687301136743,8.72674846945204,8.73439700243216,8.59544398458948,8.56417960140418
"hsa-miR-198",8.56048454807113,8.83212290394564,6.99269819735986,7.0222068880683,7.80916552699816,6.84170145620985,6.93926302083561,7.00071553452151,6.83483507517971,6.97996130094035,6.95055589704751,6.92997439955422,6.95102005087439,8.04474655293655,7.00885324417431,8.38356735953029,8.72430067320957,6.97014961669853,6.95733192555439,6.85467393350317,6.9245298739319,6.77942389245864,8.31864538766101,8.40671947845107,8.51730246786909,8.5576915279476,8.6882233785744,8.41858886072396,8.66129213049197,8.26180580747693,8.7702836385749,8.74739377789759,8.63183839705857,8.64093357736881
"hsa-miR-199a",8.51932409377125,8.92193522973072,6.94070942129698,6.98584193700334,7.94064717721727,6.89444431155446,6.99983205150508,7.08660757881815,6.90572635196744,7.0129205891733,6.92415215625327,7.0450661275582,7.03208761546237,8.01045593436331,6.9692771458017,8.43115992604795,8.69490212549627,6.93564125193991,6.98402988998542,6.98245859490404,6.94708868272293,6.80433240348213,8.28214739980734,8.37991158911852,8.57469531652463,8.49904859773388,8.70066720211562,8.43649418469333,8.67622438294626,8.29483621814255,8.76952811845997,8.78637517089947,8.56000948142094,8.61587788053032
"hsa-miR-199a*",8.5841139164639,8.57469531652463,7.04691444704258,6.9692771458017,7.85462843346224,6.85875809993542,6.9864450680117,6.93334365834482,6.81655362966225,6.89520202669023,6.97888889043165,7.55149294662733,7.66596260717325,8.13690552159401,6.90095976525216,8.2883871721622,8.73296242754915,6.90114566182833,6.87670847463948,6.93128356620062,6.86778529313955,7.88729312925733,8.37550736224809,8.43937629591877,8.47853626212075,8.46281061443145,8.74763344518786,8.33134335099904,8.67208867384915,8.26202576353026,8.69045585836123,8.65694749974013,8.65180406498624,8.5324704791046
"hsa-miR-199b",8.66770304998278,8.62570884306447,7.02799111859363,7.04287958782192,7.96406992184127,6.89992361703252,7.01552210056885,6.9938894367868,6.92113280162141,7.02930821147077,6.94341620112829,7.64959318620908,7.49158617305595,8.25502856981873,6.97293614567566,8.31990780961625,8.80775740358927,6.94516053700246,6.91701158447013,6.95253276196171,6.90397340426972,7.84851841166574,8.45066154646145,8.44002572294049,8.52349962087571,8.52311927871862,8.7947157467854,8.24496695299743,8.68234645392157,8.36531284906472,8.72786873437995,8.65217275350971,8.72213468571751,8.70552076855306
"hsa-miR-19a",8.5398253218482,8.59865365296002,7.04317933974087,6.94395765126372,7.87469308713257,6.85472504142698,6.8988528735556,6.9087684831903,6.8195506787611,6.90592125986768,6.98309051142056,6.99523688774088,6.99913299540383,8.23719083625324,6.9063434700064,8.18352274018027,8.67137511627895,6.90448409790142,6.90936869930616,6.9266019975335,6.87540902259517,6.77217070967906,8.3102464951012,8.35281236384461,8.43685018408962,8.42698550276719,8.65395389854462,8.3131619400847,8.70849041020313,8.28084452660903,8.65991100453838,8.68960353428359,8.56085402112839,8.51424379500563
"hsa-miR-19b",8.6021190727345,8.61918848911951,6.97906844326937,7.00766421142597,7.99478844283339,6.93201036799974,7.04474054316299,7.00967748329847,6.93163342220229,7.04507705193494,6.96315849991205,8.10644882889577,7.53546046524326,8.24679711778433,7.0257785263561,8.1946820095982,8.7774703470422,7.01927157669955,6.98939449984473,7.02951030973761,7.06376824609555,7.08115105400015,8.44740108015696,8.42162516091825,8.48099856411464,8.47951069330167,8.78055223414045,8.29612744033496,8.72291440615702,8.29935136477282,8.69870466677034,8.73965067700059,8.70217268536555,8.65307614412016
"hsa-miR-200a",8.52223351633924,8.80033500334446,6.95296134693529,7.00276889362485,11.2810113925238,6.84747959762911,6.88961225653928,7.06659404537763,7.26029952366136,6.97189182792368,6.93418975879511,7.29201511383181,7.94669752900896,8.13021171052757,7.04729408009402,8.31387526072202,8.67427384785978,6.93835872472133,6.94712726613182,6.94520385497251,6.86118122103985,8.24015545238195,8.30619569658261,8.43547483283457,8.45036049544193,8.45663450692599,8.74847230274773,7.94817271748106,8.6690512213651,8.26426195880711,8.72986338139519,8.67991987851842,8.587907249932,8.54725046075264
"hsa-miR-200a*",8.50876892298982,8.65904828882455,7.02368339479543,6.96471860514658,12.516390225357,6.92216097165011,7.04522233827971,6.98500965747489,7.0296262549788,7.36763315939816,6.95965077560242,7.09478816670047,7.5873882455048,8.19178371225046,6.97800681285148,8.25347831578391,8.66697063730226,7.05725313371734,6.99116807315343,6.97481149145428,6.99339584853787,8.11710384041832,8.32720186375059,8.42729691887305,8.45494779505237,8.46705811870918,8.72136616514696,8.34193594920307,8.63100639643675,8.272994086536,8.67411068381826,8.72104722340017,8.55278934910647,8.55623243396944
"hsa-miR-200b",8.56096977243343,8.89789263771332,7.08241093859939,6.9455386472976,7.82928383537824,6.85231726391084,6.91165323730853,6.98763579571341,6.83386287246691,6.9952108783513,6.99513397828294,6.99293833616581,7.00307034722109,8.02857578221389,7.01565812950688,8.43608353126385,8.68627079822693,6.92655811740423,6.95806893275252,6.90936389856796,6.92188496091125,7.05281472784915,8.34168648857892,8.39495737058816,8.5421582031465,8.48948312716645,8.71944221507296,8.41414060812224,8.68638566727771,8.3452415619613,8.76920212453381,8.72195361280139,8.51588745527519,8.63595531580457
"hsa-miR-200c",8.58019976540626,8.76253784468353,7.08440554599031,7.05265607696859,8.06582431317347,6.95925431806992,7.07664887599093,7.00967748329847,6.9155065597757,7.03502119476288,7.00749491030207,10.3512374107972,7.62216605880451,8.35274572699659,7.03057775810685,8.21524418915748,8.8152833765149,7.01245023178076,6.97108710730482,6.98974984303322,7.06995344792511,6.84568072499247,8.33033878820914,8.52880062852425,6.9895455030116,8.44055443894109,8.76124437780365,8.33301084989654,8.79658055861148,8.35026959801329,8.74284531502031,8.85364047948797,8.69028438607015,8.61953222757205
"hsa-miR-202",8.660791384481,8.62784245324262,6.97988015489092,6.99559079500519,7.96217303110971,6.91224506797016,7.04404105305486,6.99656613460296,6.87981847242983,7.03537537530661,7.01159403358166,8.61336552420924,7.60405204410384,8.26694017016848,6.98920941425578,8.37586700540234,8.73778037403194,6.99344113889981,6.8972404255748,7.12495462825124,6.88709995419543,7.48170015468917,8.36937225520805,8.48685030299056,8.51026967089818,8.54924637202807,8.71892701617005,8.30320994894478,8.72813310030622,8.34658509051045,8.7454743326106,8.70208747204948,8.69468452446014,8.65665546152695
"hsa-miR-202*",8.62429065270929,8.88864950111136,7.24153609515171,7.08746284125034,7.79695199932902,6.94350762904655,6.93223837830579,7.12642674667405,6.87421293483087,7.05807400545816,7.00664474076567,7.06410034630075,7.04912211935468,8.02902820889524,7.10143052066597,8.46012492929507,8.78349430590453,7.03516969719132,7.02526693472065,6.94270098801115,6.99894351540879,7.25795914994762,8.37937836707126,8.42377269648631,8.55744838424999,8.50394814329119,8.83889883691765,8.4207497582968,8.66451555094214,8.25862020754372,8.83255429540507,8.84022119077299,8.67923728405376,8.78222736478645
"hsa-miR-203",8.59119057271497,8.58235916949478,6.96802161164855,6.96861956647678,7.90411374258453,6.87248281592268,6.95812578852973,6.89501051388624,6.81918149836074,6.9756164305417,6.98072910520616,7.82615121480021,7.53694109683475,8.15355203170811,6.90188780226941,8.40925641977031,8.68774239107996,6.99329280766751,6.8866489085638,7.08990910445947,6.8310804488857,6.64943008095841,8.2751639953897,8.42665808711019,8.49291709222294,8.45716004569054,8.64058911713847,8.25302913495802,8.66721907474573,8.22940142158864,8.7016138575565,8.62929869252487,8.58064486781248,8.55350028068728
"hsa-miR-204",8.57364718749332,8.69691051258083,6.98132524272949,6.98495271246307,7.78612126587559,6.82828122257449,6.97546166943837,6.99823838612946,6.88708167130399,6.95115064010707,6.97311069931821,6.92863799037017,7.07324933913333,8.16574465296693,6.90579733999218,8.3665910550895,8.63452756450336,6.96502695956514,6.92289357161226,7.0141577570051,6.8979942546127,7.32787595117641,8.32955867190991,8.38761973579281,8.45314220579725,8.45728606441943,8.69304432373393,8.32129407145655,8.67380584960098,8.27745339932433,8.67394785455014,8.71300598508764,8.54751653620648,8.54919476515961
"hsa-miR-205",8.57658940367141,8.9059931405486,7.00105683777496,7.03534458044997,7.80634854896714,6.90077384471943,6.99606668035835,7.06741392355247,6.98389312532784,7.05528243550119,7.03146798207451,7.02492688061571,7.00825380726498,7.99052096586898,7.00947930575021,8.38568555722729,8.72156542521894,6.97992015703499,6.96395147532446,6.9642946545985,6.88106500306679,7.22392254092864,8.38217093838511,8.41692965426891,8.55558074715685,8.52049611010726,8.73202119801489,8.47149029374023,8.65480140989435,8.40234827381208,8.79116288855502,8.77892343761898,8.63112029281522,8.67501985867995
"hsa-miR-206",8.60085697787845,8.60038498726603,6.98039895374686,6.95475001286002,7.99548451887751,6.84123724736193,6.98637566388534,6.97855145362626,6.83110959212823,7.03140291615557,7.04732789313548,8.00052851566002,7.44881589965165,8.27270255934986,6.94827494287725,8.28475193475598,8.76404221730659,6.88050676887496,6.91681219920831,6.92966201085069,6.9806754178985,6.95660151083131,8.46499778521632,8.47049497296734,8.47357466335529,8.45311215523788,8.72374352801906,8.29476455177157,8.69911779824981,8.26646330332501,8.70751616330568,8.75170873784778,8.68013971776317,8.63988909988177
"hsa-miR-208",8.55399860728887,8.84988419944825,6.96649391606719,7.53814158526475,7.89369833120083,6.84682048029576,6.97945949376575,7.00689154342548,6.86958150587074,6.94251450533924,6.93792577902791,6.94327084225309,7.03908573984243,8.03999923466175,6.91741743339604,8.40966035549446,8.66692058972587,6.94091375090657,6.9792468303277,6.91195397513045,6.93610198130336,6.89427452879493,8.29476455177157,8.37361297866307,8.49308567316061,8.44953578883357,8.69080781908756,8.40409331988819,8.61011609297919,8.21543981004199,8.74439995487226,8.71979607237635,8.52558188254492,8.58553157674725
"hsa-miR-20a",8.64543327516426,8.64157926386691,7.08580491129065,7.02443493415107,8.01767865534099,7.01282451912798,7.06877827798541,7.16892278185294,7.01545742657525,7.05478120174134,7.37570760941428,7.91690592565272,7.55606915656008,8.19537220740274,7.18936796258673,8.37655303231951,8.8462250109174,7.12944376543656,7.10754455504683,7.15067035205942,7.06882126267215,7.95008984367267,8.46384352913553,8.47134762446903,8.55031929960444,8.56449325640433,8.85293830610606,8.3376914707715,8.69219352796503,8.38028658909224,8.86515019909737,8.77334529129127,8.8105215090538,8.77933622688904
"hsa-miR-20b",8.60042773293223,8.61544572530479,6.94807048484094,6.92592585821665,7.83348342191,6.82379520793912,6.88339476657979,6.92549391216924,6.83861272906901,6.94577974329553,6.95637615724967,7.77748415533191,7.90051182511326,8.14597594807648,6.92079110609909,8.28554694350929,8.70667904136975,6.86493639863499,6.87502805395762,6.94994223843596,6.82422686835251,6.65865136625078,8.37249683212717,8.44048010644924,8.51703351746688,8.48784003382305,8.68362733520843,8.26037809809396,8.648734341384,8.23590030302026,8.70402085251908,8.71396863104902,8.60144656336261,8.54045084060414
"hsa-miR-21",8.57596235012052,8.68420088835366,6.94345957150418,6.99444282460588,12.4452691579621,6.87505509375822,6.98886188882327,6.97003914824096,6.84086099023106,6.96058931961273,7.00678273109294,7.0573148777827,7.61260536109649,8.14763537923905,7.00121338222211,8.33273612498662,8.72709713493968,6.98027098546004,6.92037667680836,6.84852780078643,6.86128049337337,8.56195309287154,8.36529709947229,8.40791141533678,8.51889899277731,8.50068137204986,8.77725531519192,8.3517206322039,8.63167327200553,8.28843377750893,8.79312596241474,8.74673834974863,8.71933371338864,8.62692567218108
"hsa-miR-210",8.56051206121809,8.55098721452152,6.92369947745507,6.96931744301824,7.94095602238534,6.84588266147223,6.96350880372732,6.99234471281633,6.82356595521352,6.89349084371886,7.04388908770845,7.90966211410119,7.53533681623341,8.200209084563,6.92672888661348,8.26912667914942,8.67220432396403,6.92890087190456,6.90933029295324,7.00965397213126,6.92453818735971,6.64865669673779,8.33463441674082,8.45658645984771,8.50590323258966,8.48453049991674,8.70520037806312,8.28611321830431,8.66578002832948,8.26097550020891,8.69005106720902,8.66719352315393,8.59192284221125,8.59788308989445
"hsa-miR-211",8.58786263188734,8.70449817338513,6.86669907382964,6.95743524531588,7.9850973483973,7.19734154104359,6.95325825370884,7.03499589282509,6.81332330333534,6.977456242119,6.89460558667091,7.77258972381994,8.27747478718718,8.18534030163489,6.91003104800862,8.29797180914768,8.74498919629247,6.98354545679141,6.83058745875777,6.85233474413137,6.88301956808322,7.24808031712852,8.39600274780311,8.54356741321944,8.47300594384393,8.4679816613697,8.65896869889641,8.2739065356338,8.72093884236214,8.30370587218768,8.67803034249862,8.72823447876269,8.64368702386363,8.59607157705924
"hsa-miR-212",8.65554503376083,8.61024198747957,7.0011773447178,6.97513145692134,8.0224532624349,6.88405937387593,7.01742756667921,7.02673256973026,6.93480307784268,7.05365441760314,6.92959218745997,8.09763923732601,7.45766487529126,8.30075751066257,6.89703828887124,8.30567600754673,8.70411321605248,7.00221531479759,6.93054693655534,8.04099815282978,6.95061188331799,6.92109708810679,8.45457361610276,8.51109360664662,8.58816180884952,8.55785615316905,8.75347784833789,8.34316794542262,8.72131967856387,8.35897025063817,8.73540810835659,8.76244781812455,8.68682369669428,8.6819140885016
"hsa-miR-214",8.7513847178447,8.60609683722324,6.96261611269758,6.95267020253311,8.03732565969256,6.88741072790592,7.00842862207058,6.93707715805568,6.88245230757831,7.27836953860045,7.04737152169542,8.18914010454655,7.50603220786801,8.17299197453143,7.01698206905467,8.29765686012721,8.69823098226823,6.97423560420907,6.88226643234986,7.03771825524868,6.86643573713171,7.2226847950784,8.49203823031408,8.45389408928982,8.48198868469941,8.49351684640055,8.75236793405363,8.28973535024628,8.71118306910845,8.30002027889365,8.75877852877028,8.77961332382999,8.65469187370675,8.7115479054467
"hsa-miR-215",8.58900277108928,8.5686496948022,6.921530352383,6.96686647703296,8.04933017494491,6.85486838326024,6.93984598539143,6.92536928831077,6.86122961715578,7.03221768262449,6.96156429510944,7.85115435363694,7.41486447820977,8.25167317933635,6.96753177228793,8.31741261376487,8.728914686804,6.9309170719782,6.88683422005181,6.97120554436402,6.86398675413678,6.85857287614603,8.4023725783222,8.49275770305414,8.49572393949879,8.5343775932505,8.69255726968631,8.30364240717825,8.71249879968903,8.34281560948182,8.76726778999597,8.72835932096609,8.68093156483161,8.60669427798341
"hsa-miR-216",8.56605403817109,8.83544884367245,6.98354545679141,6.97571730291627,7.74418262817152,6.83389448884219,6.92629599478111,6.98905724021884,6.91393416341559,6.91905876285639,6.93690996442012,6.88512406197359,6.96056267801833,8.04165915163721,7.17361917752026,8.39265272453372,8.65672731484458,6.86955559705022,6.9787333361506,6.93037898437424,6.95736559235679,7.50950108395719,8.28217566977574,8.40429006444484,8.49765866650905,8.45176458834781,8.66899415705745,8.33581550742339,8.68575412463647,8.29187610028261,8.69343329103347,8.72053772751129,8.54712820383744,8.59624791012126
"hsa-miR-217",8.57919410485466,8.59292415562764,6.92351289919008,7.04242218203634,7.91327540004795,6.90237511448603,6.96471860514658,6.94891500124486,6.82442801109441,7.02151415091161,6.9784061599158,7.96521632811281,7.58091050702572,8.25571410027492,6.9164014025853,8.28738271492419,8.6602259206424,7.02737082881633,6.90339624744388,7.17024255977343,6.8866489085638,6.54077868392042,8.40378963330749,8.45949760403213,8.46665444355247,8.5009040067013,8.66422504083793,8.27982830363318,8.70962252494494,8.24046126301268,8.70475510031857,8.67850542336904,8.61629446594826,8.58716731197012
"hsa-miR-218",8.60508647365656,8.86462136424301,7.32904284617498,6.97566916016275,12.3844003652654,6.87717736553764,6.96423341983631,7.2240016741981,6.8117766974161,7.03256263448885,6.97441458980553,6.98185265328974,7.45714526752892,8.15325408885218,7.00105683777496,8.31630008864544,8.7095684215268,7.00127194124675,6.98489348726633,6.97801825699923,6.96735769519396,8.02042886023896,8.3648188424735,8.37862172858942,8.50713378209418,8.48217791291006,8.70235833597506,8.39339045744399,8.72389366792537,8.32284346493988,8.70099900084989,8.76839442675977,8.59693514238723,8.59392850830344
"hsa-miR-219",8.60027867516084,8.89525080990818,6.91643962115946,7.00375176013507,8.03813489366473,6.95553134886513,7.01311829460119,6.94808917935066,6.87585622513553,6.99462271480133,6.9220265419813,7.02255313195002,6.99963589898204,8.03192060525906,7.04507705193494,8.42385629658188,8.73448371578139,6.88245719870831,6.94739381422194,6.89947293813171,6.98170540870294,6.91537389898689,8.33755411380142,8.41778670624277,8.49394789081573,8.50174524747517,8.68162284493228,8.47267418876058,8.6895140809244,8.26072057617871,8.77496030435666,8.84230036683763,8.57254751818191,8.61102479730735
